legacy_id,created_at,overseer_legacy_id,company_contact_lagacy,subject,purpose,comment,actionrequired,activity,refno,inquiry_number,activitystatus
834,"2017-09-19 12:52:30",102,NULL,,Negotiation,"Discussed about the quoted prices and but as per customer the prices are high","need to send the revised quotation ",Meeting,1505825550#1029,11328,"Pending Approval"
835,"2017-09-19 12:55:25",102,NULL,,"Follow up","Customer requested for the list of of oils in respective categories we can provide hence followed accordingly and came to conclusion that we can not provide the list hence need the product list with respective grade number  of oil","informed to customer and need to follow up for the list",Meeting,1505825725#1028,11272,Approved
836,"2017-09-19 12:58:19",96,NULL,,"Follow up","Sourcing this material and contect to bothra electric and refrigeration company","tomorrow reminder","Phone call",1505825899#9610,111383,Approved
837,"2017-09-19 12:59:30",97,3496,Filters,"Follow up","Inquiry recived","Quote and close",Email,1505825970#978,11742,"Pending Approval"
838,"2017-09-19 13:00:19",96,NULL,,"Follow up","1 ) GAS CYLINDER WITH R32 GAS. (2 KG)
2) SINGLE PHASE AIR COMPRESSOR PUMP 230V. MAX 300 PSI PRESSURE. END CONNECTION 1/4""
3)GAS CHARGING LINE FOR R410 .( END CONNECTION 1/4"" X 3/8"" )","Awaiting for supplier reply",Email,1505826019#966,11383,"Pending Approval"
839,"2017-09-19 13:00:51",97,NULL,,"Follow up","Email sent","Wait for reply","Phone call",1505826051#973,11443,"Pending Approval"
840,"2017-09-19 13:01:20",102,NULL,,Negotiation,"Delivered the sample of the connector as per the request and explained the quality of the product hence customer agreed to purchase and provided the registration form to be filled by authorized person hence sent the form with courier to the head office and customer also requested for the revised quotation hence followed up and sent the revised quotation","need to follow up all the steps to register.",Meeting,1505826080#1028,11263,Approved
841,"2017-09-19 13:09:05",52,NULL,,"Tender preparation","Making offer","Offer awaited from other supplier.
Docs. under preparation.","Tender preparation",1505826545#525,11165,"Pending Approval"
842,"2017-09-19 13:10:24",52,NULL,,"Follow up","Revised PO","Awaiting ONGC reply","Phone call",1505826624#528,7093,"Pending Approval"
843,"2017-09-19 13:12:18",52,NULL,,"Follow up","Alternative mfr.","We need to discuss BORL proposal.","Phone call",1505826738#524,7107,"Pending Approval"
844,"2017-09-19 14:00:03",109,3574,"Discussion Meeting ","Follow up","Discuss about quotation and as following clients general meetings ","Need to follow up with clients ","Phone call",1505829603#1099,11743,Approved
845,"2017-09-19 14:12:12",20,NULL,,"Follow up","It is related to Field Instruments inquiry..SOme of the products have lack of Technical specs so need to Source from market as per Customer's Requirements..","Going to Bearing Tools Center for Technical query and quote","Phone call",1505830332#207,11242,"Pending Approval"
846,"2017-09-19 14:13:38",20,NULL,,"Follow up","Met to Saurabh Shah for Coupling rubber spare inquiry.Material is already purchase as per urgency","Got PO ",Meeting,1505830418#208,11358,"Pending Approval"
847,"2017-09-19 14:16:59",20,NULL,,"Follow up","Met to Kirit Shiroya for Misc inquiry..He is busy on meeting so he will update on tomorrow morning..","Need to Follow Up",Meeting,1505830619#204,11235,"Pending Approval"
848,"2017-09-19 14:19:15",20,NULL,,"Follow up","Follow up to Supplier for Material pick up..99 kG  material ready..Invoice created","Material will pick up on tomorrow","Phone call",1505830755#206,10346,"Pending Approval"
849,"2017-09-19 14:34:19",113,NULL,,Negotiation,"Visit For Discussion Price Regading Manglam Welding Rod No. 8 & 10  but Price Problam.","Follow up Next time ",Meeting,1505831659#1139,11498,"Pending Approval"
850,"2017-09-19 14:37:58",113,4002,introduction,"First Meeting/Intro Meeting","Visit For Introduction.","Follow up for New Inquiry.",Meeting,1505831878#1133,11744,"Pending Approval"
851,"2017-09-19 14:41:11",113,4003,introduction,"First Meeting/Intro Meeting","Visit For Introduction.","Follow up For New Inquiry.",Meeting,1505832071#1136,11745,"Pending Approval"
852,"2017-09-19 14:44:46",113,4004,introduction,"First Meeting/Intro Meeting","Visit for Introduction","Follow up New Inquiry.",Meeting,1505832286#11310,11746,"Pending Approval"
853,"2017-09-19 16:10:18",112,NULL,,"Follow up","discussed about quotation. ","To meet after 2-3 days.","Phone call",1505837418#1123,11255,Approved
854,"2017-09-19 16:13:03",112,NULL,,"Follow up","discussed regarding quotation.","he told me call after 1-2 days.","Phone call",1505837583#1124,11379,Approved
855,"2017-09-19 16:16:32",112,4005,"daily report","First Meeting/Intro Meeting","discussed company profile.","Need to follow up.",Meeting,1505837792#1124,11747,Approved
856,"2017-09-19 16:18:51",112,4006,"daily report","First Meeting/Intro Meeting","company profile discussed.","he told he send inquiry as it comes.",Meeting,1505837931#1124,11748,Approved
857,"2017-09-19 16:58:49",19,1874,"Required Inquiry Status","Follow up","At Alstom meeting with Hardik Sir regarding inquiry status report.","get the inquiry status repoert asper below from Hardik sir.


 
1
11197 - Open
ALSTOM | Bharat Forge Power Private Limited
Lock for Locker
 
2
11001 – Open
ALSTOM | Bharat Forge Power Private Limited
Mitutoyo Items
 
3
10477 - Open
ALSTOM | Bharat Forge Power Private Limited
FRL
 
4
10466 - Open
ALSTOM | Bharat Forge Power Private Limited
RFQ - Gasket - URGENT
 
5
10074 – Closed
ALSTOM | Bharat Forge Power Private Limited
Grainger Items
 
6
10070 – Closed
ALSTOM | Bharat Forge Power Private Limited
Digital Weighing Scale
 
7
9077 – NO Found
ALSTOM | Bharat Forge Power Private Limited
RFQ - Copper Cutter PR-2352, PR 121228872 - URGENT
 
8
9031 - Open
ALSTOM | Bharat Forge Power Private Limited
Annual Tentative Qty of PPES",Meeting,1505840329#1910,11749,"Pending Approval"
858,"2017-09-19 17:08:54",19,NULL,,"Meeting ","At Astom meeting with Arun Bakshi regarding libretham material short item of connection cable.","1)AS per discussed with Jetu sir mail to Arun bakshi regarding short material received from supplier.

2)as per telephonic dissuasion with jetu sir regarding libretham material short item, sir AND YASH co -ordinate with libretham supplier for balance material 

3)once we get the balance  material from supplier ,than dispatch to maintenance dept ASAP.",Meeting,1505840934#197,9906,"Pending Approval"
859,"2017-09-19 17:16:23",19,3394,"sample approval for maintenance shop",Meeting,"At Alstom meeting with  Kishan lal regarding body apron sample approval.","Body apron rejected by Kishan lal 

required batter quality

Tomorrow kishan lal give the apron sample which is used by alstom user at machine shop. ",Meeting,1505841383#196,11750,"Pending Approval"
861,"2017-09-19 17:21:33",19,NULL,,"Meeting ","At Alstom meeting with samar sir Genrator shop regarding material acceptance and clearance successfully dispatch against invoice no.4000103-gj","At Meeting the Ketan Parmar regarding GRN 0f invoice no.4000103-GJ 
GRN NO.5004018010.",Meeting,1505841693#196,10888,"Pending Approval"
862,"2017-09-19 17:25:44",19,NULL,,"Meeting ","At alstom meeting with Jetin Seth maintenance dept, regarding Safety  googles material acceptance and Clearance.","Material successfully dispatch against invoice no.4000101-gj
GRN no.5004018009",Meeting,1505841944#198,10763,"Pending Approval"
863,"2017-09-19 17:30:01",19,NULL,,"Meeting ","At Alstom meeting with Kishore Panchal  machine shop store regarding invoice no. 4000100 clearance and acceptance .","Material Successfully dispatch against invoice 4000100-Gj 
GRN No.5004018011",Meeting,1505842201#198,10976,"Pending Approval"
864,"2017-09-19 17:35:11",19,3221,"Meeting for fishing twine and pliers for Fab shop",Meeting,"At Alstom meeting with deepak trivedi regarding Fishing twine sample approved and pliers.","Get confirmation of fishing twine from deepak sir and for pliers tomorrow discussed with fab shop worker and approved the same.",Meeting,1505842511#199,11751,"Pending Approval"
865,"2017-09-19 17:42:40",12,NULL,,"SOURCING FOR HAND TROLLY","MATCHING CAPACITY
PRICE
AVAILIBILITY","SEND QUOTATION TO CUSTOMER","Phone call",1505842960#1210,0,Approved
866,"2017-09-19 17:43:00",12,NULL,,"SOURCING FOR HAND TROLLY","MATCHING CAPACITY
PRICE
AVAILIBILITY","SEND QUOTATION TO CUSTOMER","Phone call",1505842980#129,11409,Approved
867,"2017-09-19 18:10:17",95,NULL,,,"As per last meeting specification details collected from OEM catalog and final  details 
send to market for RFQ.
","client need  quote for all 9 items .
final offer and other details for 2 items ( allen socket & master level) need to 
conclude.","Tender preparation",1505844617#959,11242,"Pending Approval"
868,"2017-09-19 18:19:02",95,NULL,,Closure,"material delivered yesterday. Requested to MR Jana to take trial in our presence  and confirm your acceptance.  ","same is planned tomorrow. 
we need to witness and get confirmation that tool is  working properly and received in good condtiotion.",Meeting,1505845142#957,9149,"Pending Approval"
869,"2017-09-19 18:31:18",95,NULL,,"Follow up","Follow up for PO release for Approved PR 
received at your desk , we have already submitted offer and as per user PR is released 
and we need to arrange material on time.","need to deliver material as PO received.
for other items PO awaited.  None of item 
is pending with Ketan Joshi for negotiation.
 
 ",Meeting,1505845878#954,11358,"Pending Approval"
870,"2017-09-20 04:58:52",109,4007,"General Introduction ","First Meeting/Intro Meeting","Discuss about exhaust fan and Materials stored rack ","Need to follow up with clients ",Meeting,1505883532#1093,11752,Approved
871,"2017-09-20 06:04:32",109,4009,"General Introduction ","First Meeting/Intro Meeting","Discuss about the environment and engineering components which use to hospitals ","Need to follow up with clients Regularly ",Meeting,1505887472#10910,11760,Approved
872,"2017-09-20 06:51:12",109,4010,"General Introduction ","First Meeting/Intro Meeting","Discuss about the environment and engineering components which use to paint and Hydraulic pressure machine type and description will share","Need to follow up with clients Regularly ",Meeting,1505890272#1093,11763,Approved
873,"2017-09-20 07:04:10",105,NULL,,"Doubt on enquiry ","We wanted to know size of vernier caliper. He told to mail all sizes, he will select from it.","Has informed Nisha about it,  she will send quotation accordingly. ","Phone call",1505891050#1058,11757,"Pending Approval"
874,"2017-09-20 07:08:06",105,NULL,,"Follow up","Wanted to know about PPE samples which were given to Henkel.  Mr. Sridhar asked whether gloves are solvent protected and wanted to close enquiry. ","Mr. Trimurti will mail us the require details. We have to Follow up. ",Meeting,1505891286#10510,10158,"Pending Approval"
875,"2017-09-20 07:12:20",105,NULL,,"Clearing the doubts on the enquiry. ","I asked Ms Akanksha to give the Specifications of the requirement. She told she wants supplier brochure of product, to select right one.","I Have informed Swati about it but She said it is not possible to collect brochure from every supplier. ","Phone call",1505891540#1055,11670,"Pending Approval"
876,"2017-09-20 07:30:41",26,2335,"Vanadium Pentoxide","Source Vanadium Pentoxide","Source Vanadium Pentoxide to be exported to Russia","Find Supplier who can support in exporting ","Phone call",1505892641#269,11765,"Pending Approval"
877,"2017-09-20 07:54:27",25,NULL,,"Follow up","We'll get PO for the  said inquiry within one to two weeks","We'll have to provide quotation with extend validity .",Meeting,1505894067#259,10699,Approved
878,"2017-09-20 07:57:33",110,4011,"Meeting done","First Meeting/Intro Meeting","Electrical and other relared material will require in their gowahati. Mr mohan gupta recently joined this company. So will confirm fron authorities to share RFQ","Need to follow up. ",Meeting,1505894253#1106,11767,Approved
879,"2017-09-20 07:59:57",110,0,"Meeting done","Follow up","Was a follow up meeting ask to send RFQ. ","Need to call and meet again. ",Meeting,1505894397#1107,11768,Approved
880,"2017-09-20 08:14:28",100,NULL,,Closure,"Target Rate is shared
We need to match the rates
Rates to be negotiated with brand
","Revised rate is offered to customer
","Phone call",1505895268#1007,11577,Approved
881,"2017-09-20 08:24:42",25,NULL,,"Follow up","We required more details for the said inquiry to quote now client sent all related details like images and make after conversation with me","Now we have to send quotation","Phone call",1505895882#253,11716,Approved
882,"2017-09-20 08:29:52",20,NULL,,Negotiation,"Call from Bharat Devra for More discount on same inquiry..","Given 1700rs final discounted rate to same..Will provide revised quote on tomorrow","Phone call",1505896192#205,11726,"Pending Approval"
883,"2017-09-20 08:39:51",106,4012,"new tender",tender,"tender downloded","to find vendor","Quote/Tender Prep",1505896791#1063,11769,"Pending Approval"
