Sr,SKU,Old Discription,New Discription,Brand,Mfr,IS Duplicate
1744,BM1H5H6,"BOROSIL Funnel Separating Pear Glass Stopcock, Capacity 500 ml - 6400024","BOROSIL Separating Pear Shape with Stopcock and Interchangeable Stopper Funnel, Capacity 500 ml - 6400024",BOROSIL,6400024,
1745,BM1H5H7,"BOROSIL Funnel Separating Pear Glass Stopcock, Capacity 60 ml - 6400013","BOROSIL Separating Pear Shape with Stopcock and Interchangeable Stopper Funnel, Capacity 60 ml - 6400013",BOROSIL,6400013,
1746,BM1H1G6,"BOROSIL Pipette Serological with Certified, Amber Graduated, 0.1 ml - 7079P41","BOROSIL Serological Pipette with Certificate, Class A, Capacity 0.1 ml - 7079P41",BOROSIL,7079P41,
1747,BM1H1H2,"BOROSIL Pipettes Serological, Class A, 0.2 X 0.01 ml - 7079P42","BOROSIL Serological Pipette with Certificate, Class A, Capacity 0.2 ml - 7079P42",BOROSIL,7079P42,
1748,BM1H1G7,"BOROSIL Pipette Serological with Certified, Amber Graduated, 1 ml - 7079P01","BOROSIL Serological Pipette with Certificate, Class A, Capacity 1 ml - 7079P01",BOROSIL,7079P01,
1749,BM1H1G8,"BOROSIL Pipette Serological with Certified, Amber Graduated, 1 ml - 7079P11","BOROSIL Serological Pipette with Certificate, Class A, Capacity 1 ml - 7079P11",BOROSIL,7079P11,
1750,BM1H1H3,"BOROSIL Pipettes Serological, Class A, 10.0 X 0.10 ml - 7079P06","BOROSIL Serological Pipette with Certificate, Class A, Capacity 10 ml - 7079P06",BOROSIL,7079P06,
1751,BM1H1H4,"BOROSIL Pipettes Serological, Class A, 2.0 X 0.02 ml - 7079P02","BOROSIL Serological Pipette with Certificate, Class A, Capacity 2 ml - 7079P02",BOROSIL,7079P02,
1752,BM1H1G9,"BOROSIL Pipette Serological with Certified, Amber Graduated, 2 ml - 7079P22","BOROSIL Serological Pipette with Certificate, Class A, Capacity 2 ml - 7079P22",BOROSIL,7079P22,
1753,BM1H1H0,"BOROSIL Pipette Serological with Certified, Amber Graduated, 25 ml - 7079P09","BOROSIL Serological Pipette with Certificate, Class A, Capacity 25 ml - 7079P09",BOROSIL,7079P09,
1754,BM1H1H1,"BOROSIL Pipette Serological with Certified, Amber Graduated, 5 ml - 7079P05","BOROSIL Serological Pipette with Certificate, Class A, Capacity 5 ml - 7079P05",BOROSIL,7079P05,
1755,BM1H1H5,"BOROSIL Pipettes Serological, Class A, 5.0 X 0.10 ml - 7079P55","BOROSIL Serological Pipette with Certificate, Class A, Capacity 5 ml - 7079P55",BOROSIL,7079P55,
1756,BM1H1J2,"BOROSIL Pipettes Serological, Class B, 0.1 X 0.01 ml - 7082P41","BOROSIL Serological Pipette with White Marking, Class B, Capacity 0.1 ml - 7082P41",BOROSIL,7082P41,
1757,BM1H1I8,"BOROSIL Pipette Serological, White Graduated, Class B, 0.2 ml - 7082P42","BOROSIL Serological Pipette with White Marking, Class B, Capacity 0.2 ml - 7082P42",BOROSIL,7082P42,
1758,BM1H1I6,"BOROSIL Pipette Serological, White Graduated, Class B, 1 X 0.01 ml - 7082P01","BOROSIL Serological Pipette with White Marking, Class B, Capacity 1 ml - 7082P01",BOROSIL,7082P01,
1759,BM1H1I7,"BOROSIL Pipette Serological, White Graduated, Class B, 1 X 0.10 ml - 7082P11","BOROSIL Serological Pipette with White Marking, Class B, Capacity 1 ml - 7082P11",BOROSIL,7082P11,
1760,BM1H1I9,"BOROSIL Pipette Serological, White Graduated, Class B, 10 ml - 7082P06","BOROSIL Serological Pipette with White Marking, Class B, Capacity 10 ml - 7082P06",BOROSIL,7082P06,
1761,BM1H1J3,"BOROSIL Pipettes Serological, Class B, 2.0 X 0.02 ml - 7082P02","BOROSIL Serological Pipette with White Marking, Class B, Capacity 2 ml - 7082P02",BOROSIL,7082P02,
1762,BM1H1J0,"BOROSIL Pipette Serological, White Graduated, Class B, 2 ml - 7082P22","BOROSIL Serological Pipette with White Marking, Class B, Capacity 2 ml - 7082P22",BOROSIL,7082P22,
1763,BM1H1J1,"BOROSIL Pipette Serological, White Graduated, Class B, 25 ml - 7082P09","BOROSIL Serological Pipette with White Marking, Class B, Capacity 25 ml - 7082P09",BOROSIL,7082P09,
1764,BM1H1J5,"BOROSIL Pipettes Serological, Class B, 5.0 X 0.05 ml - 7082P05","BOROSIL Serological Pipette with White Marking, Class B, Capacity 5 ml - 7082P05",BOROSIL,7082P05,
1765,BM1H1J4,"BOROSIL Pipettes Serological, Class B, 5.0 X 0.10 ml - 7082P55","BOROSIL Serological Pipette with White Marking, Class B, Capacity 5 ml - 7082P55",BOROSIL,7082P55,
1766,BM1H1H6,"BOROSIL Pipette Serological with Certified, Amber Graduated, Class B, 0.1 ml - 7080P41","BOROSIL Serological Pipette, Class B, Capacity 0.1 ml - 7080P41",BOROSIL,7080P41,
1767,BM1H1H8,"BOROSIL Pipettes Serological, Class B, 0.2 X 0.01 ml - 7080P42","BOROSIL Serological Pipette, Class B, Capacity 0.2 ml - 7080P42",BOROSIL,7080P42,
1768,BM1H1H9,"BOROSIL Pipettes Serological, Class B, 1.0 X 0.01 ml - 7080P01","BOROSIL Serological Pipette, Class B, Capacity 1 ml - 7080P01",BOROSIL,7080P01,
1769,BM1H1I0,"BOROSIL Pipettes Serological, Class B, 1.0 X 0.10 ml - 7080P11","BOROSIL Serological Pipette, Class B, Capacity 1 ml - 7080P11",BOROSIL,7080P11,
1770,BM1H1I1,"BOROSIL Pipettes Serological, Class B, 10.0 X 0.10 ml - 7080P06","BOROSIL Serological Pipette, Class B, Capacity 10 ml - 7080P06",BOROSIL,7080P06,
1771,BM1H1I2,"BOROSIL Pipettes Serological, Class B, 2.0 X 0.02 ml - 7080P02","BOROSIL Serological Pipette, Class B, Capacity 2 ml - 7080P02",BOROSIL,7080P02,
1772,BM1H1H7,"BOROSIL Pipette Serological with Certified, Amber Graduated, Class B, 2 ml - 7080P22","BOROSIL Serological Pipette, Class B, Capacity 2 ml - 7080P22",BOROSIL,7080P22,
1773,BM1H1I3,"BOROSIL Pipettes Serological, Class B, 25.0 X 0.20 ml - 7080P09","BOROSIL Serological Pipette, Class B, Capacity 25 ml - 7080P09",BOROSIL,7080P09,
1774,BM1H1I4,"BOROSIL Pipettes Serological, Class B, 5.0 X 0.05 ml - 7080P05","BOROSIL Serological Pipette, Class B, Capacity 5 ml - 7080P05",BOROSIL,7080P05,
1775,BM1H1I5,"BOROSIL Pipettes Serological, Class B, 5.0 X 0.10 ml - 7080P55","BOROSIL Serological Pipette, Class B, Capacity 5 ml - 7080P55",BOROSIL,7080P55,
1776,BM1H3B4,"BOROSIL Flask Flat Bottom Interchangeable Joint, 150 ml - 4100018","BOROSIL Short Neck Flat Bottom Boiling Flask with Interchangeable Joint, Capacity 150 ml - 4100018",BOROSIL,4100018,
1777,BM1H3B3,BOROSIL Flask Flat Bottom 250 ml - 4100021,"BOROSIL Short Neck Flat Bottom Boiling Flask with Interchangeable Joint, Capacity 250 ml - 4100021",BOROSIL,4100021,
1778,BM1H3D8,"BOROSIL Flask Boiling Pear Shaped Short Neck with Interchangeable Joint, 10 ml - 4315006","BOROSIL Short Neck Pear Shaped Boiling Flask with Interchangeable Joint, Capacity 10 ml - 4315006",BOROSIL,4315006,
1779,BM1H3D9,"BOROSIL Flask Boiling Pear Shaped Short Neck with Interchangeable Joint, 10 ml - 4315106","BOROSIL Short Neck Pear Shaped Boiling Flask with Interchangeable Joint, Capacity 10 ml - 4315106",BOROSIL,4315106,
1780,BM1H3E0,"BOROSIL Flask Boiling Pear Shaped Short Neck with Interchangeable Joint, 25 ml - 4315009","BOROSIL Short Neck Pear Shaped Boiling Flask with Interchangeable Joint, Capacity 25 ml - 4315009",BOROSIL,4315009,
1781,BM1H3E1,"BOROSIL Flask Boiling Pear Shaped Short Neck with Interchangeable Joint, 5 ml - 4315005","BOROSIL Short Neck Pear Shaped Boiling Flask with Interchangeable Joint, Capacity 5 ml - 4315005",BOROSIL,4315005,
1782,BM1H3E2,"BOROSIL Flask Boiling Pear Shaped Short Neck with Interchangeable Joint, 5 ml - 4315105","BOROSIL Short Neck Pear Shaped Boiling Flask with Interchangeable Joint, Capacity 5 ml - 4315105",BOROSIL,4315105,
1783,BM1H3E3,"BOROSIL Flask Boiling Pear Shaped Short Neck with Interchangeable Joint, 50 ml - 4315012","BOROSIL Short Neck Pear Shaped Boiling Flask with Interchangeable Joint, Capacity 50 ml - 4315012",BOROSIL,4315012,
1784,BM1H3K3,"BOROSIL Flask Boiling Round Bottom Short Neck 14/23, 10 ml - 4380A06","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 14/23, Capacity 10 ml - 4380A06",BOROSIL,4380A06,
1785,BM1H3G4,"BOROSIL Flask Round Bottom Short Neck with Interchangeable 14/23, 100 ml - 4380A16","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 14/23, Capacity 100 ml - 4380A16",BOROSIL,4380A16,
1786,BM1H3K4,"BOROSIL Flask Boiling Round Bottom Short Neck 14/23, 25 ml - 4380A09","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 14/23, Capacity 25 ml - 4380A09",BOROSIL,4380A09,
1787,BM1H3K7,"BOROSIL Flask Boiling Round Bottom Short Neck Interchangeable Joint 14/23, 250 ml - 4380A21","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 14/23, Capacity 250 ml - 4380A21",BOROSIL,4380A21,
1788,BM1H3G5,"BOROSIL Flask Round Bottom Short Neck with Interchangeable 14/23, 5 ml - 4380A05","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 14/23, Capacity 5 ml - 4380A05",BOROSIL,4380A05,
1789,BM1H3K6,"BOROSIL Flask Boiling Round Bottom Short Neck Interchangeable Joint 14/23, 50 ml - 4380A12","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 14/23, Capacity 50 ml - 4380A12",BOROSIL,4380A12,
1790,BM1H3G6,"BOROSIL Flask Round Bottom Short Neck with Interchangeable 14/23, 500 ml - 4380A24","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 14/23, Capacity 500 ml - 4380A24",BOROSIL,4380A24,
1791,BM1H3G8,"BOROSIL Flask Round Bottom Short Neck with Interchangeable 19/26, 1000 ml - 4380A29","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 19/26, Capacity 1000 ml - 4380A29",BOROSIL,4380A29,
1792,BM1H3K5,"BOROSIL Flask Boiling Round Bottom Short Neck 19/26, 25 ml - 4380B09","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 19/26, Capacity 25 ml - 4380B09",BOROSIL,4380B09,
1793,BM1H3H4,"BOROSIL Flask Round Bottom Short Neck with Interchangeable 24/29, 2000 ml - 4380A30","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 24/29, Capacity 2000 ml - 4380A30",BOROSIL,4380A30,
1794,BM1H3H6,"BOROSIL Flask Round Bottom Short Neck with Interchangeable 24/29, 3000 ml - 4380A31","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 24/29, Capacity 3000 ml - 4380A31",BOROSIL,4380A31,
1795,BM1H3H9,"BOROSIL Flask Round Bottom Short Neck with Interchangeable 24/29, 5000 ml - 4380A33","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 24/29, Capacity 5000 ml - 4380A33",BOROSIL,4380A33,
1796,BM1H3K8,"BOROSIL Flask Boiling Round Bottom Short Neck Interchangeable Joint 34/35, 100 ml - 4380E16","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 34/35, Capacity 100 ml - 4380E16",BOROSIL,4.38E+019,
1797,BM1H3I9,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 10000 ml - 4380A38","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 34/35, Capacity 10000 ml - 4380A38",BOROSIL,4380A38,
1798,BM1H3K9,"BOROSIL Flask Boiling Round Bottom Short Neck Interchangeable Joint, 250 ml - 4380E21","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 34/35, Capacity 250 ml - 4380E21",BOROSIL,4.38E+024,
1799,BM1H3J2,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 50 ml - 4380E12","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 34/35, Capacity 50 ml - 4380E12",BOROSIL,4380000000000000,
1800,BM1H3J3,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 500 ml - 4380E24","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 34/35, Capacity 500 ml - 4380E24",BOROSIL,4.38E+027,
1801,BM1H3J5,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 1000 ml - 4380E24","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 45/40, Capacity 1000 ml - 4380E29",BOROSIL,4.38E+032,
1802,BM1H3K2,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 20000 ml - 4380A40","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 55/44, Capacity 20000 ml - 4380A40",BOROSIL,4380A40,
1803,BM1H3L0,"BOROSIL Flask Boiling Round Bottom Short Neck Interchangeable Joint, 3000 ml - 4380E31","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 55/44, Capacity 3000 ml - 4380E31",BOROSIL,4.38E+034,
1804,BM1H3L1,"BOROSIL Flask Boiling Round Bottom Short Neck Interchangeable Joint, 5000 ml - 4380E33","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint 55/44, Capacity 5000 ml - 4380E33",BOROSIL,4.38E+036,
1805,BM1H3G7,"BOROSIL Flask Round Bottom Short Neck with Interchangeable 19/26, 100 ml - 4380B16","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 100 ml - 4380B16",BOROSIL,4380B16,
1806,BM1H3H2,"BOROSIL Flask Round Bottom Short Neck with Interchangeable 24/29, 100 ml - 4380C16","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 100 ml - 4380C16",BOROSIL,4380C16,
1807,BM1H3I0,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 100 ml - 4380D16","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 100 ml - 4380D16",BOROSIL,4380D16,
1808,BM1H3H3,"BOROSIL Flask Round Bottom Short Neck with Interchangeable 24/29, 1000 ml - 4380B29","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 1000 ml - 4380B29",BOROSIL,4380B29,
1809,BM1H3I1,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 1000 ml - 4380C29","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 1000 ml - 4380C29",BOROSIL,4380C29,
1810,BM1H3I8,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 1000 ml - 4380D29","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 1000 ml - 4380D29",BOROSIL,4380D29,
1811,BM1H3K0,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 1000 ml - 4380F29","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 1000 ml - 4380F29",BOROSIL,4380F29,
1812,BM1H3J6,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 10000 ml - 4380B38","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 10000 ml - 4380B38",BOROSIL,4380B38,
1813,BM1H3K1,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 10000 ml - 4380C38","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 10000 ml - 4380C38",BOROSIL,4380C38,
1814,BM1H3I2,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 2000 ml - 4380B30","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 2000 ml - 4380B30",BOROSIL,4380B30,
1815,BM1H3J0,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 2000 ml - 4380C30","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 2000 ml - 4380C30",BOROSIL,4380C30,
1816,BM1H3J7,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 2000 ml - 4380D30","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 2000 ml - 4380D30",BOROSIL,4380D30,
1817,BM1H3G9,"BOROSIL Flask Round Bottom Short Neck with Interchangeable 19/26, 250 ml - 4380B21","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 250 ml - 4380B21",BOROSIL,4380B21,
1818,BM1H3H5,"BOROSIL Flask Round Bottom Short Neck with Interchangeable 24/29, 250 ml - 4380C21","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 250 ml - 4380C21",BOROSIL,4380C21,
1819,BM1H3I3,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 250 ml - 4380D21","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 250 ml - 4380D21",BOROSIL,4380D21,
1820,BM1H3I4,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 3000 ml - 4380B31","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 3000 ml - 4380B31",BOROSIL,4380B31,
1821,BM1H3J1,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 3000 ml - 4380C31","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 3000 ml - 4380C31",BOROSIL,4380C31,
1822,BM1H3J8,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 3000 ml - 4380D31","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 3000 ml - 4380D31",BOROSIL,4380D31,
1823,BM1H3H0,"BOROSIL Flask Round Bottom Short Neck with Interchangeable 19/26, 50 ml - 4380B12","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 50 ml - 4380B12",BOROSIL,4380B12,
1824,BM1H3H7,"BOROSIL Flask Round Bottom Short Neck with Interchangeable 24/29, 50 ml - 4380C12","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 50 ml - 4380C12",BOROSIL,4380C12,
1825,BM1H3I5,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 50 ml - 4380D12","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 50 ml - 4380D12",BOROSIL,4380D12,
1826,BM1H3H1,"BOROSIL Flask Round Bottom Short Neck with Interchangeable 19/26, 500 ml - 4380B24","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 500 ml - 4380B24",BOROSIL,4380B24,
1827,BM1H3H8,"BOROSIL Flask Round Bottom Short Neck with Interchangeable 24/29, 500 ml - 4380C24","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 500 ml - 4380C24",BOROSIL,4380C24,
1828,BM1H3I6,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 500 ml - 4380D24","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 500 ml - 4380D24",BOROSIL,4380D24,
1829,BM1H3I7,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 5000 ml - 4380B33","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 5000 ml - 4380B33",BOROSIL,4380B33,
1830,BM1H3J4,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 5000 ml - 4380C33","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 5000 ml - 4380C33",BOROSIL,4380C33,
1831,BM1H3J9,"BOROSIL Short Neck Round Bottom Boiling Flask with interchangeable Joint, Capacity 5000 ml - 4380D33","BOROSIL Short Neck Round Bottom Boiling Flask with Interchangeable Joint, Capacity 5000 ml - 4380D33",BOROSIL,4380D33,
1832,BM1H5F4,"BOROSIL Funnel Plain, 75 mm - 6140071","BOROSIL Short Stem Plain Funnel, Angle 60 Deg, Dia 75 mm - 6140071",BOROSIL,6140071,
1833,BM1H0A1,"BOROSIL Silica, Triangle, 15 ml - 3198007","BOROSIL Silica Triangle on Nichrome, Capacity 15 ml - 3198007",BOROSIL,3198007,
1834,BM1H0A0,"BOROSIL Silica Triangle, 25 ml - 3198009","BOROSIL Silica Triangle on Nichrome, Capacity 25 ml - 3198009",BOROSIL,3198009,
1835,BM1G9Z9,"BOROSIL Silica Triangle, 50 ml - 3198012","BOROSIL Silica Triangle on Nichrome, Capacity 50 ml - 3198012",BOROSIL,3198012,
1836,BM1G9Z8,"BOROSIL Silica Triangle On Nichrome, 80 ml - 3198015","BOROSIL Silica Triangle on Nichrome, Capacity 80 ml - 3198015",BOROSIL,3198015,
1837,BM1H5A0,"BOROSIL Quartz Heater B-34 For Distillation, 3361/62 - 336031","BOROSIL silicate Boiler with Water Leveller, Output Capacity 2.5 Ltr/Hr - 336031",BOROSIL,336031,
1838,BM1H0J1,"BOROSIL Silicon Tubing, 10 mm X 14 mm - 3369004","BOROSIL Silicon Tubing, Inside Dia 10 mm, Outside Dia 14 mm - 3369004",BOROSIL,3369004,
1839,BM1H0J2,"BOROSIL Silicon Tubing, 4 mm X 7 mm - 3369001","BOROSIL Silicon Tubing, Inside Dia 4 mm, Outside Dia 7 mm - 3369001",BOROSIL,3369001,
1840,BM1H0J3,"BOROSIL Silicon Tubing, 6 mm X 9 mm - 3369002","BOROSIL Silicon Tubing, Inside Dia 6 mm, Outside Dia 9 mm - 3369002",BOROSIL,3369002,
1841,BM1H0J4,"BOROSIL Silicon Tubing, 8 mm X 12 mm - 3369003","BOROSIL Silicon Tubing, Inside Dia 8 mm, Outside Dia 12 mm - 3369003",BOROSIL,3369003,
1842,BM1H0J5,"BOROSIL Silicone 'O' Ring For Dist Unit, 3365 - 0362052",BOROSIL Silicone 'O' Ring for Dist Unit - 0362052,BOROSIL,362052,
1843,BM1H0B2,"BOROSIL Single Burette Clamp, PDC Heavy Blue - 8888B01","BOROSIL Single Burette Clamp, Aluminium PDC - 8888B01",BOROSIL,8888B01,
1844,BM1H0B0,"BOROSIL Single Burette Clamp, PDC Economy - 8888AE1","BOROSIL Single Burette Clamp, PDC Economy - 8888AE1",BOROSIL,8888AE1,
1845,BM1H0B4,"BOROSIL Single Burette Clamp, PVC Coated Jaws S.S - 8888SC1","BOROSIL Single Burette Clamp, PVC Coated Jaws Stainless Steel - 8888SCI",BOROSIL,8888SCI,
1846,BM1H0B3,"BOROSIL Single Burette Clamp, PVC Uncoated Jaws S.S - 8888S01","BOROSIL Single Burette Clamp, PVC Uncoated Jaws Stainless Steel - 8888S01",BOROSIL,8888S01,
1847,BM1H0N4,"BOROSIL Variable Volume Micropipette Single Channel Semi Autoclavable, 0.5- 10 ul - 7002005","BOROSIL Single Channel Fixed Volume Miniature Micropipettes, Volume 0.5- 0 ul - 7002005",BOROSIL,7002005,
1848,BM1H0M7,"BOROSIL Variable Volume Micropipette Single Channel Semi Autoclavable, 0.2- 2 ul - 7000006","BOROSIL Single Channel Fixed Volume Miniature Micropipettes, Volume 10 ul - 7000006",BOROSIL,7000006,
1849,BM1H0M9,"BOROSIL Variable Volume Micropipette Single Channel Semi Autoclavable, 10- 100 ul - 7002020","BOROSIL Single Channel Fixed Volume Miniature Micropipettes, Volume 10.0-100.0 ul - 7002020",BOROSIL,7002020,
1850,BM1H0N5,"BOROSIL Variable Volume Micropipette Single Channel Semi Autoclavable, 100- 1000 ul - 7002029","BOROSIL Single Channel Fixed Volume Miniature Micropipettes, Volume 100.0-1000.0 ul - 7002029",BOROSIL,7002029,
1851,BM1H0N0,"BOROSIL Variable Volume Micropipette Single Channel Semi Autoclavable, 1- 10 ml - 7002038","BOROSIL Single Channel Fixed Volume Miniature Micropipettes, Volume 1000.0-10000.0 ul - 7002038",BOROSIL,7002038,
1852,BM1H0N1,"BOROSIL Variable Volume Micropipette Single Channel Semi Autoclavable, 2- 20 ul - 7002008","BOROSIL Single Channel Fixed Volume Miniature Micropipettes, Volume 2.0-20.0 ul - 7002008",BOROSIL,7002008,
