Document Number,Canceled,Payment Date,BP Code,BP Name,Reference Number,Remarks,Document Currency,AR Invoice No,Invoice Date,Invoice Due Date,Amount To be Receive,Paid Amt
70201208,N,30/08/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18909223596 INGERSOLL RAND INDIA LIMITE,INR,20610136,15/06/18,15/06/18,61194.24,61194.24
70201208,N,30/08/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18909223596 INGERSOLL RAND INDIA LIMITE,INR,20610137,15/06/18,15/06/18,3304,3304
70201209,N,29/09/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18925478236 INGERSOLL RAND INDIA LIMITE,INR,20610233,07/07/18,07/07/18,43122.3,43122.3
70201209,N,29/09/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18925478236 INGERSOLL RAND INDIA LIMITE,INR,20610232,07/07/18,07/07/18,30194.11,30194.11
70201209,N,29/09/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18925478236 INGERSOLL RAND INDIA LIMITE,INR,20610231,07/07/18,07/07/18,74363.6,74363.58
70201209,N,29/09/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18925478236 INGERSOLL RAND INDIA LIMITE,INR,20610235,11/07/18,11/07/18,78175,78175
70201209,N,29/09/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18925478236 INGERSOLL RAND INDIA LIMITE,INR,20610238,11/07/18,11/07/18,138288.22,138288.22
70201209,N,29/09/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18925478236 INGERSOLL RAND INDIA LIMITE,INR,20610243,12/07/18,12/07/18,16314.68,16314.68
70201209,N,29/09/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18925478236 INGERSOLL RAND INDIA LIMITE,INR,20610245,12/07/18,12/07/18,233227,233227
70201209,N,29/09/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18925478236 INGERSOLL RAND INDIA LIMITE,INR,20610257,17/07/18,17/07/18,7599.2,7599.2
70201209,N,29/09/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18925478236 INGERSOLL RAND INDIA LIMITE,INR,20610259,17/07/18,17/07/18,32214,32214
70201209,N,29/09/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18925478236 INGERSOLL RAND INDIA LIMITE,INR,20610266,18/07/18,18/07/18,24678.68,24678.68
70201209,N,29/09/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18925478236 INGERSOLL RAND INDIA LIMITE,INR,20610261,18/07/18,18/07/18,18478.8,18478.8
70201213,N,31/07/18,1383,Plasser India Pvt. Ltd.,,BY CLG INST 762325:AXIS AT AHMEDABAD,INR,20610150,20/06/18,20/06/18,44564.82,44564.82
70201213,N,31/07/18,1383,Plasser India Pvt. Ltd.,,BY CLG INST 762325:AXIS AT AHMEDABAD,INR,20610160,22/06/18,22/06/18,3186,3186
70201218,N,04/10/18,1485,GHCL Ltd.,,NEFT SBIN818277217400 GHCL LTD,INR,20610333,09/08/18,09/08/18,3102.46,3102.46
70201218,N,04/10/18,1485,GHCL Ltd.,,NEFT SBIN818277217400 GHCL LTD,INR,20610334,09/08/18,09/08/18,128.38,127.54
70201220,N,06/10/18,1485,GHCL Ltd.,,NEFT SBIN118279458521 GHCL LTD,INR,20610402,31/08/18,31/08/18,38876.36,38876
70201222,N,05/10/18,580,GE T and D India Ltd.,,,INR,20610376,24/08/18,24/08/18,2118.32,2118.32
70201222,N,05/10/18,580,GE T and D India Ltd.,,,INR,20610381,27/08/18,27/08/18,24348.14,24348.14
70201222,N,05/10/18,580,GE T and D India Ltd.,,,INR,20610395,30/08/18,30/08/18,5760,5760
70201223,N,21/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,NEFT 180921639GN00069 HENKEL ADHESIVES TECHNO,INR,20210168,09/05/18,08/06/18,111789.47,102315.96
70201223,N,21/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,NEFT 180921639GN00069 HENKEL ADHESIVES TECHNO,INR,20210214,23/05/18,23/05/18,53187.32,52285.84
70201228,N,02/08/18,530,Bharti Airtel Ltd.,,Being amount received from Bharti Airtel NEFT N214180599637430☻,INR,20910013,14/06/18,14/06/18,2449.68,2449.68
70201229,N,02/08/18,1691,Compass India Support Services Pvt. Ltd.,,NEFT HSBCN18214020038 COMPASS INDIA SUPPORT SERVI,INR,20910017,19/06/18,19/06/18,135795.88,135795.88
70201231,N,02/08/18,530,Bharti Airtel Ltd.,,NEFT N214180599721906 BHARTI AIRTEL LIMITED 14 NE,INR,20910003,30/05/18,30/05/18,3266.24,3266.24
70201232,N,08/10/18,1201,Duroshox Pvt. Ltd.,,NEFT CITIN18929210012 DURO SHOX PRIVATE LIMITED,INR,20210732,14/08/18,14/08/18,48970,48970
70201232,N,08/10/18,1201,Duroshox Pvt. Ltd.,,NEFT CITIN18929210012 DURO SHOX PRIVATE LIMITED,INR,20210755,17/08/18,17/08/18,8531.4,8531
70201232,N,08/10/18,1201,Duroshox Pvt. Ltd.,,NEFT CITIN18929210012 DURO SHOX PRIVATE LIMITED,INR,20210758,17/08/18,17/08/18,2183,0.4
70201233,N,02/08/18,530,Bharti Airtel Ltd.,,NEFT N214180599723037 BHARTI AIRTEL LIMITED 14 NE,INR,20910012,14/06/18,14/06/18,8165.6,8165.6
70201234,N,06/10/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,NEFT CITIN18929162873 G B M C L PAYMENT TO SUPPLI,INR,20210367,14/06/18,14/06/18,15930,15930
70201235,N,02/08/18,530,Bharti Airtel Ltd.,,NEFT N214180599733106 BHARTI AIRTEL LIMITED 14 NE,INR,20910009,13/06/18,13/06/18,2449.68,2449.68
70201236,N,06/10/18,318,GE Power Conversion India Pvt. Ltd.,,RTGS HSBCR22018100605602910 GE POWER CONVERSION,INR,20210717,10/08/18,10/08/18,283200,283200
70201237,N,03/08/18,156,Henkel Anand India Pvt. Ltd.,,NEFT 180803806GN00069 HENKEL ANAND INDIA PVT◘,INR,21010017,16/05/18,16/05/18,10533.23,10533.23
70201237,N,03/08/18,156,Henkel Anand India Pvt. Ltd.,,NEFT 180803806GN00069 HENKEL ANAND INDIA PVT◘,INR,21010018,17/05/18,17/05/18,21999.93,21999.93
70201237,N,03/08/18,156,Henkel Anand India Pvt. Ltd.,,NEFT 180803806GN00069 HENKEL ANAND INDIA PVT◘,INR,21010019,17/05/18,17/05/18,1974.49,1974.49
70201238,N,05/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Blank,INR,20210458,28/06/18,28/06/18,121565.48,121565.48
70201238,N,05/10/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Blank,INR,20210611,26/07/18,26/07/18,181755.5,181755.5
70201240,N,16/08/18,1590,Graziano Trasmissioni India Pvt. Ltd.,,being amount received from GRAZIANO Throgh UTR NO 180816A13GN00092,INR,20910020,27/06/18,27/06/18,93499.78,93499.78
70201242,N,05/10/18,129,GE Diesel Locomotive Pvt. Ltd.,,NEFT HSBCN18278475824 GE DIESEL LOCOMOTIVE PRIVAT,INR,20210533,12/07/18,12/07/18,183554.9,183554.9
70201243,N,05/10/18,3,Cummins India Ltd.,,NEFT N278180648534190 CUMMINS INDIA LTD,INR,20210635,27/07/18,27/07/18,4028.28,4028.28
70201243,N,05/10/18,3,Cummins India Ltd.,,NEFT N278180648534190 CUMMINS INDIA LTD,INR,20210663,02/08/18,02/08/18,40056.48,40056.48
70201245,N,05/10/18,129,GE Diesel Locomotive Pvt. Ltd.,,NEFT HSBCN18278511525 GE DIESEL LOCOMOTIVE PRIVAT,INR,20210532,12/07/18,12/07/18,58379.55,58379.55
70201246,N,16/08/18,1590,Graziano Trasmissioni India Pvt. Ltd.,,being amount received from GRAZIANO Throgh UTR NO 180816A13GN00025,INR,20910019,25/06/18,25/06/18,434299,434299
70201247,N,31/08/18,1590,Graziano Trasmissioni India Pvt. Ltd.,,NEFT 180831626GN00124 GRAZIANO TRASMISSIONI,INR,20910028,19/07/18,19/07/18,83887.41,83887
70201247,N,31/08/18,1590,Graziano Trasmissioni India Pvt. Ltd.,,NEFT 180831626GN00124 GRAZIANO TRASMISSIONI,INR,20910029,24/07/18,24/07/18,136290,136290
70201248,N,16/08/18,1132,HSIL Ltd.,,Being amount received form HSIL Through UTR NO SIN02297Q0149840,INR,21010016,09/05/18,09/05/18,14750,14750
70201249,N,28/08/18,1688,Crosslay Remedies Ltd,,BY CLG INST 764438:AXIS AT NOIDA,INR,20910002,28/05/18,28/05/18,34810,34810
70201250,N,05/10/18,1932,Bituflex Shipping And Trading LLP,,,INR,20210985,20/09/18,20/09/18,1021266.4,1021266.4
70201250,N,05/10/18,1932,Bituflex Shipping And Trading LLP,,,INR,20210986,20/09/18,20/09/18,1022257.6,1022257.6
70201250,N,05/10/18,1932,Bituflex Shipping And Trading LLP,,,INR,20210990,20/09/18,20/09/18,1001731.5,400867
70201251,N,28/08/18,1103,Hyatt Regency,,BY CLG INST 8295:YES AT NOIDA HYATT REGENCY,INR,20910008,11/06/18,11/06/18,4425,4425
70201252,N,05/09/18,1512,Covestro India Pvt. Ltd.,,NEFT 180905896GN00001 COVESTRO INDIA PRIVATE☻,INR,20910039,10/08/18,10/08/18,8190,8190
70201252,N,05/09/18,1512,Covestro India Pvt. Ltd.,,NEFT 180905896GN00001 COVESTRO INDIA PRIVATE☻,INR,20910041,10/08/18,10/08/18,10687.5,10687.5
70201254,N,05/10/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0176506 M S CUMMINS TECHNOLO,INR,20210628,27/07/18,27/07/18,3526.05,3526.05
70201255,N,05/10/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0176452 M S CUMMINS TECHNOLO,INR,20210580,20/07/18,20/07/18,124168.17,113638.17
70201256,N,05/10/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18928346593 APPLIED MATERIALS INDIA PVT,INR,20210687,07/08/18,07/08/18,8787.46,8787.46
70201256,N,05/10/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18928346593 APPLIED MATERIALS INDIA PVT,INR,20210689,07/08/18,07/08/18,9177.78,9177.78
70201256,N,05/10/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18928346593 APPLIED MATERIALS INDIA PVT,INR,20210696,08/08/18,08/08/18,72204.2,72204.2
70201256,N,05/10/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18928346593 APPLIED MATERIALS INDIA PVT,INR,20210701,09/08/18,09/08/18,12390,12390
70201256,N,05/10/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18928346593 APPLIED MATERIALS INDIA PVT,INR,20210719,10/08/18,10/08/18,15104.01,15104.01
70201258,N,04/10/18,106,Nhava Sheva International Container Terminal Pvt. Ltd.,,NEFT SIN07520Q0126294 NHAVA SHEVA INTL CON,INR,20210730,14/08/18,14/08/18,14127.22,14127.22
70201259,N,04/10/18,1708,ZF India Pvt. Ltd.,,NEFT 181004211GN00063 ZF INDIA PVT LTD,INR,20210481,04/07/18,04/07/18,224.97,224.97
70201259,N,04/10/18,1708,ZF India Pvt. Ltd.,,NEFT 181004211GN00063 ZF INDIA PVT LTD,INR,20210549,13/07/18,13/07/18,75270.87,75270.87
70201260,N,04/10/18,1706,IEC-TSL Ingenious Energy LLP,,RTGS HDFCR52018100496744655 IEC TSL INGENIOUS E,INR,20210329,07/06/18,07/06/18,1989473.68,1989473.68
70201261,N,04/10/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N278180647922651 CUMMINS GENERATOR TECHN IND,INR,20210661,02/08/18,02/08/18,159890,159890
70201261,N,04/10/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N278180647922651 CUMMINS GENERATOR TECHN IND,INR,20210678,06/08/18,06/08/18,17306.67,17306.67
70201262,N,04/10/18,773,Piramal Enterprises Ltd.,,NEFT N277180647699888 PIRAMAL ENTERPRISES LIMITED,INR,20210655,31/07/18,31/07/18,27581.08,27581.06
70201263,N,03/10/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000152471090 BITUFLEX SHIPPING AND TRADING L,INR,20210990,20/09/18,20/09/18,1001731.5,600864.5
70201263,N,03/10/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000152471090 BITUFLEX SHIPPING AND TRADING L,INR,20210989,20/09/18,20/09/18,999135.5,199135.5
70201264,N,03/10/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,NEFT HSBCN18276203769 GE INDIA INDUSTRIAL PRIVATE,INR,20210679,06/08/18,06/08/18,23562.36,23562.36
70201265,N,03/10/18,966,Beckman Coulter India Pvt. Ltd.,,NEFT CITIN18927780690 BECKMAN COULTER INDIA PVT L,INR,20210583,20/07/18,20/07/18,297161.45,297161.45
70201265,N,03/10/18,966,Beckman Coulter India Pvt. Ltd.,,NEFT CITIN18927780690 BECKMAN COULTER INDIA PVT L,INR,20210643,30/07/18,30/07/18,94171.87,94171.87
70201266,N,03/10/18,4,Applied Materials India Pvt. Ltd.,,Blank,INR,20210304,04/06/18,04/06/18,31382.97,31382.97
70201266,N,03/10/18,4,Applied Materials India Pvt. Ltd.,,Blank,INR,20210428,25/06/18,25/06/18,71687.36,71687.36
70201266,N,03/10/18,4,Applied Materials India Pvt. Ltd.,,Blank,INR,20210462,29/06/18,29/06/18,2687.64,2687.64
70201266,N,03/10/18,4,Applied Materials India Pvt. Ltd.,,Blank,INR,20210476,02/07/18,02/07/18,37767.21,37767.21
70201275,N,10/09/18,1512,Covestro India Pvt. Ltd.,,NEFT 180910751GN00001 COVESTRO INDIA PRIVATE,INR,20910046,14/08/18,14/08/18,9440,9440
70201277,N,03/10/18,476,GlaxoSmithKline Consumer Healthcare Ltd.,,NEFT 181003H0ZGN00161 GLAXOSMITHKLINE CONSUMERHEA,INR,20910077,14/09/18,14/09/18,421260,421260
70201278,N,05/10/18,1512,Covestro India Pvt. Ltd.,,NEFT 181005437GN00001 COVESTRO INDIA PRIVATELIM,INR,20910064,06/09/18,06/10/18,100300,100300
70201279,N,07/09/18,14,Survival Systems India,,"CH NO 353406 INV NO 20210858,20210860",INR,20210858,01/09/18,01/09/18,10168.08,10168.08
70201279,N,07/09/18,14,Survival Systems India,,"CH NO 353406 INV NO 20210858,20210860",INR,20210860,03/09/18,03/09/18,48744.85,48744.85
70201280,N,14/09/18,14,Survival Systems India,,CH NO 353424,INR,20210902,07/09/18,07/09/18,53162.77,53162.77
70201281,N,14/09/18,149,Gruppe Littlesilver,,CH NO 344361,INR,20210886,06/09/18,06/09/18,19166.36,19166
70201282,N,08/10/18,1530,Stanley Engineered Fastening India Pvt. Ltd.,,NEFT HSBCN18281667977 STANLEY ENGINEERED FASTENIN,INR,20210878,05/09/18,05/09/18,58000,58000
70201284,N,09/10/18,85,Cummins Generator Technologies India Pvt. Ltd.,,Blank,INR,20210692,07/08/18,07/08/18,133856.97,133856.97
70201286,N,05/10/18,37,APM Terminals India Pvt. Ltd.,,being  amount received from APM terminal through UTR NO HSBCN18278528707◘,INR,20210905,07/09/18,07/09/18,304345.64,304345.64
70201293,N,09/10/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0176954 M S CUMMINS TECHNOLO,INR,20210606,25/07/18,25/07/18,7382.2,7382.2
70201294,N,10/10/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18930920230 APPLIED MATERIALS INDIA PVT,INR,20210673,06/08/18,06/08/18,39384.26,39384.26
70201299,N,28/09/18,127,GAIL India Ltd.,,Being amount received from GAIL GAS Through e-payment vide reference number 20010700 Invoice No - 20210414☻,INR,20210414,22/06/18,22/06/18,109534.68,100242
70201300,N,24/07/18,496,Pragati Power Corporation Ltd.,,,INR,20210588,21/07/18,21/07/18,3220761.31,3220761
70201302,N,17/08/18,4,Applied Materials India Pvt. Ltd.,,,INR,20210237,21/05/18,21/05/18,71304.47,71304.47
70201302,N,17/08/18,4,Applied Materials India Pvt. Ltd.,,,INR,20210391,18/06/18,18/06/18,38055,38055
70201302,N,17/08/18,4,Applied Materials India Pvt. Ltd.,,,INR,20210408,20/06/18,20/06/18,59326.39,59326.02
70201315,N,12/06/18,323,Sotax India Pvt. Ltd.,,ch no 008654 Being amount received from SOTAX,INR,20210193,29/05/18,29/05/18,3558.88,3558.88
70201322,N,21/08/18,966,Beckman Coulter India Pvt. Ltd.,,Blank,INR,20210450,27/06/18,27/06/18,46020,46020
70201322,N,21/08/18,966,Beckman Coulter India Pvt. Ltd.,,Blank,INR,20210477,02/07/18,02/07/18,2950,2950
70201324,N,05/09/18,198,J S Equipments,,RTGS UBINR52018090500288035 J S EQUIPMENTS,INR,20210103,23/04/18,23/04/18,1486431.81,200000
70201326,N,24/09/18,1829,Inarco Pvt. Ltd.,,CHEQUE DEPOSIT 338774  -TRANSFER TO 37263683244 Inarco Private Limited,INR,20610429,07/09/18,07/10/18,8850,8850
70201329,N,29/09/18,1450,Johoku Manufacturing Pvt. Ltd.,,NEFT*MHCB0000717*STO-717 -027132*JOHOKU MANUFACTUR  -TRANSFER FROM 3199411044308○,INR,21210058,24/08/18,24/08/18,9826.38,9825
70201331,N,18/09/18,3,Cummins India Ltd.,,NEFT N261180634868714 CUMMINS INDIA LTD,INR,20210565,17/07/18,17/07/18,23253.08,23253.08
70201332,N,06/06/18,1132,HSIL Ltd.,,NEFT SIN02297Q0140128 HSIL LIMITED,INR,21010015,24/04/18,24/04/18,8850,8850
70201334,N,10/10/18,1,GE India Industrial Pvt. Ltd.,,RTGS HSBCR22018101005626856 GE INDIA INDUSTRIAL,INR,20210338,11/06/18,11/06/18,460200,460200
70201336,N,10/10/18,1008,Reliance Industries Ltd.,,NEFT N283180652744813 RELIANCE INDUSTRIES LTD 416,INR,20210736,14/08/18,14/08/18,13824.85,13824.85
70201337,N,11/10/18,129,GE Diesel Locomotive Pvt. Ltd.,,Bank,INR,20210836,30/08/18,30/08/18,413000,413000
70201338,N,10/10/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18931255871 INGERSOLL RAND INDIA LIMITE♥,INR,20610102,05/06/18,05/06/18,18432,18432
70201338,N,10/10/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18931255871 INGERSOLL RAND INDIA LIMITE♥,INR,20610279,23/07/18,23/07/18,3186,3186
70201338,N,10/10/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18931255871 INGERSOLL RAND INDIA LIMITE♥,INR,20610281,24/07/18,24/07/18,18838.7,18838.7
70201338,N,10/10/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18931255871 INGERSOLL RAND INDIA LIMITE♥,INR,20610282,24/07/18,24/07/18,64272.72,64272.72
70201338,N,10/10/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18931255871 INGERSOLL RAND INDIA LIMITE♥,INR,20610286,24/07/18,24/07/18,8400,8400
70201338,N,10/10/18,180,Ingersoll Rand (India) Ltd.,,NEFT CITIN18931255871 INGERSOLL RAND INDIA LIMITE♥,INR,20610297,26/07/18,26/07/18,3240.38,3240.38
70201339,N,10/10/18,1512,Covestro India Pvt. Ltd.,,NEFT 181010506GN00001 COVESTRO INDIA PRIVATELIM,INR,20910075,12/09/18,12/10/18,4248,4248
70201353,N,11/10/18,273,PNP Maritime Services Pvt. Ltd.,,CH NO 048197,INR,20210835,30/08/18,30/08/18,1104.91,1104
70201354,N,11/10/18,773,Piramal Enterprises Ltd.,,NEFT N284180654102824 PIRAMAL ENTERPRISES LIMITED◘,INR,20210715,09/08/18,09/08/18,7328.38,7328
70201355,N,11/10/18,773,Piramal Enterprises Ltd.,,NEFT N284180654106701 PIRAMAL ENTERPRISES LIMITED,INR,20210612,26/07/18,26/07/18,57969.27,57969.27
70201355,N,11/10/18,773,Piramal Enterprises Ltd.,,NEFT N284180654106701 PIRAMAL ENTERPRISES LIMITED,INR,20210670,06/08/18,06/08/18,54048.72,54048.72
70201355,N,11/10/18,773,Piramal Enterprises Ltd.,,NEFT N284180654106701 PIRAMAL ENTERPRISES LIMITED,INR,20210671,06/08/18,06/08/18,21749.76,21749.76
70201355,N,11/10/18,773,Piramal Enterprises Ltd.,,NEFT N284180654106701 PIRAMAL ENTERPRISES LIMITED,INR,20210702,09/08/18,09/08/18,148276.44,148276.44
70201356,N,11/10/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20181011041414 HYOSUNG T AND D INDIA PVT LTD,INR,20210336,08/06/18,08/06/18,23010,23010
70201357,N,11/10/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20181011041415 HYOSUNG T AND D INDIA PVT LTD◘,INR,20210306,05/06/18,05/06/18,8400,8400
70201358,N,11/10/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20181011041413 HYOSUNG T AND D INDIA PVT LTD◘,INR,20210394,19/06/18,19/06/18,8610,8610
70201359,N,11/10/18,966,Beckman Coulter India Pvt. Ltd.,,Blank,INR,20210708,09/08/18,09/08/18,113093.12,113093.12
70201359,N,11/10/18,966,Beckman Coulter India Pvt. Ltd.,,Blank,INR,20210711,09/08/18,09/08/18,6832.78,6832.78
70201359,N,11/10/18,966,Beckman Coulter India Pvt. Ltd.,,Blank,INR,20210753,16/08/18,16/08/18,12980,12980
70201360,N,11/10/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,NEFT HSBCN18284003652 GE INDIA INDUSTRIAL PRIVATE,INR,20210762,18/08/18,18/08/18,81561.6,81561.6
70201362,N,11/10/18,1485,GHCL Ltd.,,NEFT SBIN518284195345 GHCL LTD☺,INR,20610438,10/09/18,10/09/18,17858.12,17858
70201367,N,15/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR NO 796GFC1822957,INR,20210547,13/07/18,13/07/18,111789.46,111789.46
70201368,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN NO 796GFC1823684,INR,20210946,14/09/18,14/09/18,3819.2,3819.2
70201369,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN NO 796GFC1823778,INR,20210913,10/09/18,10/09/18,7616,7616
70201370,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN NO 796GFC1823788,INR,20210590,23/07/18,23/07/18,75600,75600
70201371,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN NO 796GFC1823728,INR,20210818,28/08/18,28/08/18,840,840
70201372,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN No 796GFC1823675,INR,20210760,17/08/18,17/08/18,3058.56,3058.56
70201373,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN No 796GFC1823762,INR,20210776,20/08/18,20/08/18,3882.2,3882.2
70201374,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN No 796GFC1823846,INR,20210782,21/08/18,21/08/18,63000,63000
70201375,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN No 796GFC1823745,INR,20210950,17/09/18,17/09/18,23128,23128
70201376,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN No 796GFC1823753,INR,20210800,24/08/18,24/08/18,38940,38940
70201377,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN No  796GFC1823821,INR,20210802,27/08/18,27/08/18,48473.22,48473.22
70201378,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN No  796GFC1823821,INR,20210747,16/08/18,16/08/18,166008.3,166008
70201380,N,26/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from henkel through FRN No  796GFC1823893,INR,20210769,20/08/18,20/08/18,115521.01,113320.6
70201381,N,28/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Blank,INR,20210899,07/09/18,07/09/18,545.16,545.16
70201382,N,28/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1824087,INR,20210841,31/08/18,31/08/18,3304,3304
70201383,N,28/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1824071☺,INR,20210933,12/09/18,12/09/18,8694.71,7957.87
70201384,N,28/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1824077,INR,20210880,05/09/18,05/09/18,4595.79,4206.32
70201385,N,28/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1824077,INR,20210924,11/09/18,11/09/18,1743.46,1743.46
70201386,N,28/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1824078☻,INR,20210869,04/09/18,04/09/18,22050,22050
70201387,N,28/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1824078☻,INR,20210630,27/07/18,27/07/18,5470.56,5470.56
70201388,N,28/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1824073☻,INR,20210930,12/09/18,12/09/18,167684.2,167684.2
70201389,N,28/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1824079☻,INR,20210912,08/09/18,08/09/18,50400,50400
