Inquiry Number,BM #,Description,SO #,Order Date,AR Invoice #,Inquiry Number,AR Invoice Date,Qty,Unit Price,Selling Price (as per SO / AR Invoice),Margin (in %),Tax Type,Tax Rate,Tax Amount,Gross Total Selling
4914,BM0O4J5,Long note Book 200pgs,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,100,15,1500,-4%,12.5% VAT,13%,195,1695
4914,BM0O4T9,W.B Duster,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,250,12,3000,-90%,12.5% VAT,13%,390,3390
4914,BM0O4A1,Chart Paper Thick,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,5,280,1400,2%,12.5% VAT,13%,182,1582
4914,BM0O4E6,Sharpner,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,500,3,1500,10%,12.5% VAT,13%,195,1695
4914,BM0O3Y7,Eraser,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,100,154,15400,-16%,12.5% VAT,13%,2002,17402
4914,BM0O4V3,Apron,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,600,14.7,8820,-7%,12.5% VAT,13%,1147,9967
4914,BM0O4V2,Magnets - 30mm,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,800,28,22400,-14%,12.5% VAT,13%,2912,25312
4914,BM0O4V4,Calucator – DJ120TG – Casio,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,150,22.5,3375,-8%,12.5% VAT,13%,439,3814
4914,BM0O4V1,Calculator Regular – Casio,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,450,33,14850,17%,12.5% VAT,13%,1931,16781
4914,BM0O4R0,CASIO Scientific Calucator - 100 MS,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,5,245,1225,-30%,12.5% VAT,13%,159,1384
4914,BM0O4O7,Spiral Pad 1x6,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,100,70,7000,-61%,12.5% VAT,13%,910,7910
4914,BM0O4O5,Spiral Pad A4 – 50 Pages,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,50,22,1100,2%,5.5% VAT,6%,66,1166
4914,BM0O4L2,W/B Marker,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,96,26.4,2534.4,-7%,12.5% VAT,13%,329,2864
4914,BM0O4L4,"White Board Marker, Red Color",100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,48,28,1344,0%,12.5% VAT,13%,175,1519
4914,BM0O4L1,White Board Marker,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,18,209.99,3779.82,7%,12.5% VAT,13%,491,4271
4914,BM0O4F5,"White Board Marker, Black Color",100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,24,64.99,1559.76,34%,12.5% VAT,13%,203,1763
4914,BM0O4H3,Paper Cutter Medium,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,20,15.41,308.2,-4%,12.5% VAT,13%,40,348
4914,BM0O4F7,Fevi Kwick small,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,50,7.95,397.5,-20%,12.5% VAT,13%,52,449
4914,BM0O4J6,"Muster Roll, 200 pages",100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,24,7.5,180,6%,12.5% VAT,13%,23,203
4914,BM0O4J9,"Hard Bind, Long Note Book, 320 Pages",100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,24,14.02,336.48,-7%,12.5% VAT,13%,44,380
4914,BM0O4E9,A3 Paper,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,10,25.05,250.5,-7%,12.5% VAT,13%,33,283
4914,BM0O4H4,"Key Tag, 50 Piece",100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,10,129.99,1299.9,-7%,12.5% VAT,13%,169,1469
4914,BM0O4F2,"NATRAJ Pen, Ink Color Black",100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,100,4.95,495,-28%,12.5% VAT,13%,64,559
4914,BM0O4K5,"NATRAJ Pen, Ink Color Red",100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,24,34,816,-20%,12.5% VAT,13%,106,922
4914,BM0O4G9,OHP marker,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,50,16.51,825.5,-7%,12.5% VAT,13%,107,933
4914,BM0O4W1,Stock Register 300 Pages,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,200,10,2000,3%,12.5% VAT,13%,260,2260
4914,BM0O4F1,Multifold tissues -21cmx23cm 40gsm with fsc certification 100% Virgin Fibre,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,20,2.45,49,61%,12.5% VAT,13%,6,55
4914,BM0O4F0,Pril Ã¢â‚¬â€œ 225ml,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,20,0.55,11,-309%,12.5% VAT,13%,1,12
4914,BM0O4S0,"1/2 drive Battery Operated Nut runner, Max torque 185Nm, Max RPM 2700, Weight 1.55Kg,14.4V Li-Ion Battery packs with charger, Max bolt size M16",100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,2,145.03,290.06,24%,12.5% VAT,13%,38,328
4914,BM0O4N3,"Over Specs Anit-Scratch Clear Poly
Carbonate Material As per EN166 (Frontier make)
",100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,50,5,250,23%,12.5% VAT,13%,33,283
4914,BM9A3Q7,Glade Sense & Spray Automatic Freshener,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,2,580.08,1160.16,8%,12.5% VAT,13%,151,1311
4914,BM0O4N4, Hi-viz rainwear in PU coated fabric.,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,10,240.01,2400.1,30%,12.5% VAT,13%,312,2712
4914,BM9A3Q8,Seal-less Magnetic Drive Monoblock Pump with PVDF as MOC inplace of PP,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,5,640.08,3200.4,9%,12.5% VAT,13%,416,3616
4914,BM0O4G2,Battery operated Electrical Screw driver set,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,200,15,3000,-57%,12.5% VAT,13%,390,3390
4914,BM0O4G3,"HEX NUT 1/2""-20 UNF",100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,50,18,900,46%,12.5% VAT,13%,117,1017
4914,BM0O4G7,"Grey colour ""T Shirts""   Size-Small",100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,100,16.5,1650,-4%,12.5% VAT,13%,215,1865
4914,BM9A3Q9,"Grey colour ""T Shirts""   Size-Medium",100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,100,16.5,1650,8%,12.5% VAT,13%,215,1865
4914,BM9A3R1,"Grey colour ""T Shirts""   Size-Large",100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,100,16.5,1650,8%,12.5% VAT,13%,215,1865
4914,BM9A3R2,"Grey colour ""T Shirts""   Size- XL",100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,100,16.5,1650,8%,12.5% VAT,13%,215,1865
4914,BM0O4L8,"Grey colour ""T Shirts""   Size- XXL",100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,20,18,360,46%,12.5% VAT,13%,47,407
4914,BM0O4K2,"Grey colour ""T Shirts""   Size- XXXL",100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,10,4.3,43,0%,12.5% VAT,13%,6,49
4914,BM9A3R5,Part # STHT1-43118 - STANLEY CLASSIC BOX LEVEL 12-30CM Make: Stanley,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,5,94.92,474.6,19%,12.5% VAT,13%,62,536
4914,BM9A3R6,Hiclean L - SGP,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,5,64.03,320.15,15%,12.5% VAT,13%,42,362
4914,BM0O3Y8,Tube cutter suitable for 12mm OD Nylon Tube plastic body with cutter,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,100,310,31000,-4%,12.5% VAT,13%,4030,35030
4914,BM9A3R7,"150mm Digital Vernier Caliper , L.C.- 0.01mm",100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,2,99.79,199.58,33%,12.5% VAT,13%,26,226
4914,BM9A3R3,IPad2/3/4 Space Enclosiure Kiosk- Silver,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,500,3,1500,18%,12.5% VAT,13%,195,1695
4914,BM9A3R4,Executive Enclosure Kiosk- White - Fits IPad1/2/3/4,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,100,3,300,18%,12.5% VAT,13%,39,339
4914,BM0O4G8,IPad2/3/4 Space Enclosiure Kiosk- White,100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,5,99.9,499.5,3%,12.5% VAT,13%,65,564
4914,BM9A3R8,"GRIP & DOCK
- UNIVERSAL SECURE STANDAND HAND GRIP.",100000140-1,07-Jun-16,0240/16.17,4914,23-Jun-2016,3,115.03,345.09,21%,12.5% VAT,13%,45,390
4374,BM0O7J8,IPad2/3/4 Space Enclosure Wall Mount - White,100001146,08-Jun-16,0278/16.17,4374,16-Jul-2016,1,35000,35000,28%,12.5% VAT,13%,4550,39550
4610,BM1B2A0,IPad Mini Space Enclosure Black,100000266,08-Jun-16,GJ-0072-16-17,4610,11-Jun-2016,50,80,4000,-1%,15.0% VAT,15%,600,4600
4735,BM9A2Y5,IPad Adjustable Stand With Space Enclosure Black,100001189,08-Jun-16,00302/16.17,4735,26-Jul-2016,50,490,24500,15%,12.5% VAT,13%,3185,27685
4814,BM9A2D9,All in One- IPad Rotating and Swiveling Stand with A Security Cable Lock Black,100000338,08-Jun-16,0224/16.17,4814,22-Jun-2016,40,1164,46560,11%,12.5% VAT,13%,6053,52613
4842,BM9A2V5,"All in One- IPad Rotating and Swiveling
Stand with A Security Cable Lock White",100000392,08-Jun-16,0229/16.17,4842,22-Jun-2016,1,37667,37667,26%,12.5% VAT,13%,4897,42564
4606,BM9A2Y2,Universal Combination Lock.,100000383-1,09-Jun-16,0272A/16.17,4606,16-Jul-2016,250,21.23,5307.5,22%,12.5% VAT,13%,690,5997
4733,BM9A3P8,Universal Keyed Lock.,100000130,09-Jun-16,0264/16.17,4733,12-Jul-2016,50,245,12582,16%,5.5% VAT,6%,755,13337
4733,BM9A3P9,Universal Blade Lock.,100000130,09-Jun-16,0264/16.17,4733,12-Jul-2016,150,245,37746,16%,5.5% VAT,6%,2265,40011
4733,BM9A3Q1,MacPro Lock With Security Cable Lock DESKTOP MODEL,100000130,09-Jun-16,0264/16.17,4733,12-Jul-2016,150,245,37746,16%,5.5% VAT,6%,2265,40011
4733,BM9A3Q2,Universal Tablet Holder Black with Universal Tablet Lock,100000130,09-Jun-16,0264/16.17,4733,12-Jul-2016,100,245,25164,16%,5.5% VAT,6%,1510,26674
4733,BM9A3Q3,Universal Tablet Holder White with Universal Tablet Lock.,100000130,09-Jun-16,0264/16.17,4733,12-Jul-2016,150,245,37746,16%,5.5% VAT,6%,2265,40011
4733,BM9A3Q4,Universal Coiled Lock with Peripheral Security Trap,100000130,09-Jun-16,0264/16.17,4733,12-Jul-2016,25,245,6291,16%,5.5% VAT,6%,377,6668
4876,BM0C7O6,"Glue - on Plate Universal Tablet
coil Lock.",100001391,09-Jun-16,Amazon,4876,31-Mar-2016,1,665,665,-5%,5.5% VAT,6%,40,705
