ItemNo,ItemDescription,Service_or_Material,TCS
BM9U0S3,BULK MRO APPROVED Typhoon 3.0 HALT Chamber,Service,No
BM9U6X1,"BULK MRO APPROVED Vaneaxial Fan, AC Voltage 480V - V10Z8J-9",Service,No
BM9W9L6,BULK MRO APPROVED Vedio Editing for Shwarzkopf,Service,No
BM9O9W9,BULK MRO APPROVED Wiring Changes,Service,No
BM9G0J9,Bulk Mro Approved-10 Line Items,Service,No
BM9P3R3,Bulk Texture EBSD (5 samples for 12 hrs)-BM9P3R3,Service,No
BM9M0C5,"Bursting Strength Tester Automatic Digital Models or Two-In-One Models, Serial No. 8430",Service,No
BM9T9V9,Bushing Bolt,Service,No
BM9Y8Q3,Business Consultancy Service in connection with Erection & Commissioning,Service,No
BM9I6N0,Business Consultancy Service in connection with Senior Orifice Plate,Service,No
BM9C0W2,Business Consultancy Service in connection with Well Site Metering Package,Service,No
BM9O0C6,Business of Beauty Classes (Logo Design),Service,No
BM9V6Q0,Butting Pad Need to Extend by 50 mm Downward ( Z Direction),Service,No
BM9U9M1,Cab a rent for the month of August 2018,Service,No
BM9Y5C8,Cab a rent for the month of July 2018,Service,No
BM9S4H2,Cab a rent for the Month of June 2018,Service,No
BM9T4R3,"Cab a rent for the month of september,2018",Service,No
BM9P3Z8,Cab rent for the Month of April 2018-BM9P3Z8,Service,No
BM9P1X6,Cab rent for the Month of March 2018 -BM9P1X6,Service,No
BM9W2V5,Cab rent for the Month of May 2018,Service,No
BM9K6K3,Cable laying and Hooter Installationcharges,Service,No
BM9G9H0,Cake Making Charges,Service,No
BM9E0N5,Calibration Ball Pack with Certificate,Service,No
BM9H3A5U,Calibration Certificate - Humidity Hygrometers,Service,No
BM00018,Calibration Certificate - Service..,Service,No
BM9L0E4,Calibration certificate of Raytek Gun MT-4,Service,No
BM9P7R8,Calibration charges,Service,No
BM9M9N9,Calibration Charges for 120V/30A/300W DC Electronic Load - 8500,Service,No
BM9O8D3,Calibration Charges for 317 Fluke Dig Clamp Meter,Service,No
BM9A3I9,Calibration Charges for Agilent 34461A Precision Bench top DMM,Service,No
BM9M1A2,Calibration Charges for Agilent B2901A Precision Source Measure Unit,Service,No
BM9W3R5,Calibration Charges for Agilent U1731C Hand Held LCR Meter,Service,No
BM9H7S2,Calibration Charges for Aplab 0-16V DC L1606 Power Supply,Service,No
BM9N9Q0,"Calibration Charges for Aplab L1610 Dc Power Supply, Voltage 0-16V",Service,No
BM9V0X6,Calibration Charges for Bird Oil Cooled Termination Model 8931-230,Service,No
BM9I0Y8,Calibration Charges for Bird Power Meter Model 4421,Service,No
BM9N5N8,Calibration Charges for Bird Power Sensor Model 4027A10M,Service,No
BM9P6P9,Calibration Charges for Bird Power Sensor Model 4027A2M,Service,No
BM9Z0N7,Calibration Charges for BK Precision 8540 DC Electronic Load,Service,No
BM9H2G0,Calibration Charges for DMM - Hioki DT4253,Service,No
BM9I3H1,Calibration Charges for EX-TECH EX-300 Digital Multi-meter,Service,No
BM9I6C1,Calibration Charges for FLIR E 60 Thermal Camera,Service,No
BM9O1J7,Calibration Charges for GPD2303S Dual Ouput Programmable Linear DC Power Supply,Service,No
BM9S3H5,Calibration Charges for GPS-2303 Dual Ouput Linear DC Power Supply,Service,No
BM9A0K5,Calibration Charges for GPS-3030D Single Output Power Supply,Service,No
BM9O5Q9,Calibration Charges for HDO4104-MS Oscilloscope,Service,No
BM9U2S2,Calibration Charges for Hioki DT4252 DMM,Service,No
BM9U0G9,"Calibration Charges for Moon light electricals High Voltage Divider, Rane 0 to 100 kV AC",Service,No
BM9A1W5,"Calibration Charges for Moon light electricals High Voltage Tester, Range 0 to 80kV AC",Service,No
BM9W6I4,Calibration Charges for PG - 1000 Weighing Scale,Service,No
BM9N0L2,Calibration Charges for Tek AFG3022C Arbitrary Function Generator,Service,No
BM9F0U3,Calibration Charges for U8002A Single Output DC Power Supply - MY53150025,Service,No
BM9L6W9,Calibration Charges for U8002A Single Output DC Power Supply - MY53150027,Service,No
BM9S0F9,Calibration for B&K Digital Sound Level Meter,Service,No
BM9T8S4,Calibration for Benning Digital Multimeter - 5549,Service,No
BM9T4U8,Calibration for Clamp Meter Fluke 374,Service,No
BM9W3Z9,Calibration for Depth Vernier Gauge 0-300mm,Service,No
BM9C5Z7,Calibration for DFT Meter 0 to 1300,Service,No
BM9K0Y0,Calibration for Dial Indicator,Service,No
BM9U1J8,Calibration for Digital caliper 0-150mm,Service,No
BM9O2N4,"Calibration for Digital Caliper 12"" Mitutoyo/ SD -12""C",Service,No
BM9B9Y0,Calibration for Digital Clamp Meter 0-200,Service,No
BM9N9H0,Calibration for Digital Clampmeter,Service,No
BM9Y3S8,Calibration for Digital Force Gauge 5Kg 15g Accuracy Lutron/FG5000A,Service,No
BM9V7J2,Calibration for Digital Lux Meter NON NABL,Service,No
BM9I0F4,Calibration For Digital Mocrometer (0-25 mm),Service,No
BM9Y3U1,Calibration for Digital Multimeter 1000 Volt,Service,No
BM9S1T6,Calibration for Digital Multimeter Fluke 15B,Service,No
BM9Y6A4,Calibration for Digital Multimeter Fluke 15B,Service,No
BM9T6B6,Calibration for Digital Multimeter Fluke 17B,Service,No
BM9Y0I7A,Calibration for Digital Multimeter Fluke 17B,Service,No
BM9S1A2,Calibration for Digital Sound Level Meter Br�el & Kj�r,Service,No
BM9Q4P7,Calibration for Digital Thermo Anemometer NON NABL,Service,No
BM9T6R5,Calibration for Digital Vernier Caliper 0-150mm,Service,No
BM9H1V5,Calibration for Espec - Chamber,Service,No
BM9M0R6,"Calibration for Feeler gauge 25 Blades, 0.04 To 1.00 mm",Service,No
BM9I0C8,Calibration for FLUKE Digital Multimeter - 177,Service,No
BM9A1V7Z,Calibration for FLUKE Digital Multimeter - 287,Service,No
BM9E3Z3,Calibration for FLUKE Phase Rotation Indicator - 9062,Service,No
BM9W0S2,Calibration For FLUKE Scope Meter - 192C,Service,No
BM9F5P9,Calibration For FLUKE Voltage Tester - T100,Service,No
BM9S9T5,Calibration for HTC Digital Thermo Hygrometer - HTC 1,Service,No
BM9L3X1,Calibration for HYDAC EDS 348-5-016-000 + PP Electronic Pressure Switch - 907916,Service,No
BM9R0E0,Calibration for HYDAC ETS 1701-100-000 + PP Electronic Temperature Switch - 906628,Service,No
BM9U1J4,Calibration for Impedence Meter Extech,Service,No
BM9Y1M0,Calibration for Inside Micrometer,Service,No
BM9T3Z3,Calibration for Insulation Tester Fluke 1503,Service,No
BM9Y5Q4,Calibration for IR Gun Temp Measurement,Service,No
BM9I0D4,Calibration for IR Thermometer and FLUKE 566 Thermocouple,Service,No
BM9V1U8,Calibration for IR Thermometer Linier Laboratories C-1600,Service,No
BM9O7H8,Calibration for KOBOLT DZR -1 003 S10 F S 0 Gear Wheel Flowmeter,Service,No
BM9I0D9,Calibration for Laser thermometer 380 degree temp,Service,No
BM9B8K4I,Calibration for Leveling Tool,Service,No
BM9Q3H9,Calibration for Machine Tester,Service,No
BM9K4A4,Calibration for Melt Flow Index Tester,Service,No
BM9R8E5,Calibration for Micrometer 0-150mm,Service,No
BM9X2L9,"Calibration for Mitutoyo 192-630 Digital Height Gauge, Range 0-300 mm",Service,No
BM9B7O7,"Calibration for Mitutoyo Adjustable Outside Micrometer, Range 0-50mm",Service,No
BM9E7T4A,Calibration for Muffle Furnace,Service,No
BM9K1T9,Calibration for Optical Spirit Level,Service,No
BM9U6U6,Calibration for Oscilloscope Fluke 1503,Service,No
BM9U1K3,Calibration for Phase Rotation Indicator Fluke 9040,Service,No
BM9V8D6,Calibration for Plunger Dial Indicator Mitutoyo 2046S,Service,No
BM9X4U1,Calibration for Plunger Dial Indicator Mitutoyo 2046S,Service,No
BM9V5K8,Calibration for Power Analyzer Hioki 3917,Service,No
BM9Z6D6,Calibration for Power Supply Aplab L3210,Service,No
BM9U1K5,Calibration for Rheintacho Digital Tachometer - 779C,Service,No
BM9I8L6,Calibration for scale 600,Service,No
BM9E7S4L,Calibration for Shimpo DT105 Digital Tachometer,Service,No
BM9X3Q8,Calibration for Slip Gauge,Service,No
BM9X1S1,Calibration for Sound Level Meter,Service,No
BM9M8O6,Calibration For Sound level meter 60-140dB,Service,No
BM9O8G9,Calibration for stopwatch/ Clock,Service,No
BM9W7H2,Calibration for Surface table Size:-630*630MM -Jafuji,Service,No
BM9A0F9,Calibration for Tektronix Digital Oscilloscope - TDS3032,Service,No
BM9Y9A8,Calibration for Temperature Humidity Meter Fluke 971,Service,No
BM9P6N7C,Calibration for Thermotron Environmental Chamber,Service,No
BM9A4C6N,Calibration for Thread Pitch gauge,Service,No
BM9V0M8,Calibration for Ultrasonic Thickness gauge upto 300 mm,Service,No
BM9Y5V1,Calibration for Universal Testing Machine,Service,No
BM9G1M1,Calibration for VIB8630 Pruftechnik Vibration Meter,Service,No
BM9I5N3U,"Calibration of Densitometer, as Per EN 584-2 and ISO 11699-2",Service,No
BM9Y3K4,Calibration of Portable Hardness Tester,Service,No
BM9V0L4,"Calibration of Shunt Box, Serial Number 577273",Service,No
BM9K5Q4,"Calibration of 107 CAT III Multimeter, Volateg 600V",Service,No
BM9D5E2O,Calibration of 1587 Insulation multimeter,Service,No
BM9M3O4,Calibration of 179 True RMS Multimeter,Service,No
BM9Z3X5,Calibration of 375 True RMS Clamp Meter,Service,No
BM9C3G0,Calibration of ABT Meter,Service,No
BM9F2B5,Calibration of Accerolometer Mounting - 300-0221,Service,No
BM9C8H2P,Calibration of Accerolomter - 300-0224,Service,No
BM9I7I8G,Calibration of Compression Testing (Bogi Load) (6 Location),Service,No
BM9Y1X8,Calibration of Current probe,Service,No
BM9U1L5F,Calibration of Digital anger finder,Service,No
BM9X0H5,Calibration of DSX-600 Cable Analyzer,Service,No
BM9O0A7,"Calibration of Fiber one shot pro ,OTDR , Type Non-NABL",Service,No
BM9V6N2X,"Calibration of Fiber tester , Type Non-NABL",Service,No
BM9I8A8,"Calibration of FP Tag Programmer , Type Non-NABL",Service,No
BM9O8G5,Calibration of HALT/HASS Chamber - Typhoon 3.0,Service,No
BM9F8K8,Calibration of i30s AC/DC Current Clamp,Service,No
BM9M6L0,Calibration of Instruments - Kit,Service,No
BM9G6J4F,Calibration of Insulation Meter,Service,No
BM9R4A5P,Calibration Of Jiskoot Oil Sam S1007844,Service,No
BM9Z0O8,Calibration of Laser Distance Meter 419D,Service,No
BM9P7J9,Calibration of MX6 Gas Derector,Service,No
BM9F5X9Y,Calibration of Oxygen Analyzer,Service,No
BM9A1W2,Calibration of Phase Detector,Service,No
BM9I5R8P,Calibration of Power source,Service,No
BM9H4B4,Calibration Of Pressure Sensors,Service,No
BM9K0F3,Calibration Of Schutz Gas Detector,Service,No
BM9Z1V9,Calibration of Sensor Signal Conditioner - 300-0225,Service,No
BM9F7O8,Calibration of Senspoint XCD Acetone & IPA Gas Detectors,Service,No
BM9T8Y1,Calibration of Senspoint XCD Oxygen Gas Detectors,Service,No
BM9Z0L4,"Calibration of Spring Testing Machine, Rating 0 to 50kN",Service,No
BM9I3R8,Calibration of T121 MTM,Service,No
BM9N3L9X,Calibration of Torque Screw Driver,Service,No
BM9J4X2,Calibration of Torque Screwdriver,Service,No
BM9L6F8,Calibration of True RMS Clamp Meter,Service,No
BM9C2G5W,Calibration Of Ultrasonic Thickness Gauge 35DL Plus,Service,No
BM9W3D7,"Calibration of Visual fault locator, Type Non-NABL",Service,No
BM00025,Calibration of your Shore A and shore D hardness tester-service-BM00025,Service,No
BM9N1N7,Calibration of your Shore A & shore D hardness tester-service,Service,No
BM9O5A8,Calibration Thermocouple - T-Type,Service,No
BM9U9C1,Calibration Tri Axial Accerolometer - 300-0224,Service,No
BM9O1Z9,"Calibration, Inspection & Update of SDT200 Device, Article code AC.R200",Service,No
BM9V5Z7,Cam & Clutch Assy. set for Sandooz,Service,No
BM9M3M3,CAMERON Gas Flow Meter-BM9M3M3,Service,No
BM9T1C6A,Cantilever Strength at 8 Kn,Service,No
BM9T9U6,Carbonation Test,Service,No
BM9L5N7A,"Care Presenter, Slab Sheet, Salon Book",Service,No
BM9U3L3,Care Services 9 Pages,Service,No
BM9P6E8,Carryair Inline fan dismetaling and installation charges,Service,No
BM9O0U4G,Casting of Pile with Concrete M30 (4373),Service,No
BM9W4T0,Cataloging Images Package for 20,Service,No
BM9P2M5,CCD SERVICE,Service,No
BM9P3W1,CCD SERVICE and MAINTENANCE CHARGES-BM9P3W1,Service,No
BM9W8R4,CCTV Camera Installation Charges,Service,No
BM9W1U8,CCTV Camera Repairing Charges,Service,No
BM9G2J8,Ceiling Work Remove and Reinstalled,Service,No
BM9F9W8,CERTAT12 Atex Marking II 2 G/D,Service,No
BM9P3Q0,Certificate Design the Digital Leap,Service,No
BM9Q4B6,Certificate of Compliance,Service,No
BM9A2P1S,Certificate of Stability in Form no 1-A as per Rule 3A of MFR 1963,Service,No
BM9T5S9,CERTIFICATES,Service,No
BM9D2A2,Certification Application Fee of IWS,Service,No
BM9U0M8,CG Make 3 Phase Motor Installation Services of Electrical Machinerry & Apparatus,Service,No
BM9Y3K0,Challan Charges ( Drawings Approval & Inspection),Service,No
BM9P5N1,Charges for additional Design work If any per day (Engineer / draughtsman),Service,No
BM9Z9V8,Charges for additional Design work If any per day (Sr.Engineer),Service,No
BM9N5W5,Charges for Attending the Nano Express 2019,Service,No
BM9A4I4V,Charges for Carrying Out Calibration of Torque Wrench,Service,No
BM9U1C4,Charges for Carrying Out Dye Penetration Test,Service,No
BM9T4R6,Charges for Carrying out Magnetic Particle Test for Polyster Reactor R-203 at Your Site of Kurkumbh,Service,No
BM9H7B0,Charges for Carrying out PMI Inspection for SS Pipe Lines at Kurkumbh,Service,No
BM9Q1T3,Charges for carrying out spark test of PVDF lined vessel per visit,Service,No
BM9N3C1Z,Charges for Carrying out Ultrasonic Flaw Detection Test,Service,No
BM9B3I9,Charges for Carrying Out Ultrasonic Thickness Measurement for Reactor R-203,Service,No
BM9B2I8,Charges for carrying out vibration measurement for reactors,Service,No
BM9G0Y5,Charges For Carrying Out Vibration Measurement of Equipments,Service,No
BM9I8Z5,Charges for Drilling SDH (Side Drilling Hole ) of 3 MM Dia and 25 MM Deep,Service,No
BM9O4F8,Charges for Entertainment And Games,Service,No
BM9R9H5,Charges for Extension of UN Certificate with Indian Institute of Packaging,Service,No
BM9N0Z4,Charges for Flatness Measurement of the circular Plate Component using UPMC 850 CMM,Service,No
BM9N0M6,Charges for Fumigation Certificate & Duty on Article Inspection,Service,No
BM9O9D5,Charges for Gas Charging,Service,No
BM9R2B4,Charges for Internship,Service,No
BM9K7M6Q,Charges for Operating The Furnace and Furnish Control Panel Circuit Diagram and PID Controller Manua,Service,No
BM9W8H1,Charges for Overhaulling of Triplex Piston Water Pump by Change Spares as under. Dismental the Pump,Service,No
BM9U6O3V,Charges for Productivity Improvement Case Study Competition 2020,Service,No
BM9T4O1E,Charges for Reactor Blade Refurbishment/Rectification,Service,No
BM9Q9X2,Charges for Recording 5 Samples,Service,No
BM9R9M0,Charges for Sample of Raman Spectra,Service,No
BM9O1B1D,Charges for Thickness Test of Dust Collector,Service,No
BM9W1T0,Charges for Thickness Test of Spare Horizontal Storage Tank at Contractor Shed,Service,No
BM9O5C6,Charges for Tree Pots Around Office,Service,No
BM9I3R4,Charges For Vehicle Estimation,Service,No
BM9T9A5,Charges for Vibration Measurement of Equipments,Service,No
BM9S1E7,Charges for Weight Measurement,Service,No
BM9H0Q4,Charges of Calibration (Mass flow contoller),Service,No
BM9O6E2,Charges towards circulation of cleaning chemical inside the PHEs and flushing the unit to remove all,Service,No
BM9A6Z0,Charges Towards Measurement Of Internal And External Diameter Of Ceramic Pieces Using Upmc 850 Cmm A,Service,No
BM9X0F5,Charges Towards Measurement of Roundness At 6 Position Across the Length and Issuing Inspection Repo,Service,No
BM9V6H6,Charges: Install / Move / Add / Change-BM9V6H6,Service,No
BM9Q2C6,Charges: Warehouse-BM9Q2C6,Service,No
BM9O5H6,Chemical & Consumables,Service,No
BM9E5O7,Chemical Composition Test in Cement and Aggregate,Service,No
BM9A3F9R,Chiller Evaporator Coil Repairing Work,Service,No
BM9K0X8,Chiller Repairing Charges,Service,No
BM9O1L0,Chiller Selection,Service,No
BM9V0M2,Cinematography For Blowdry Bar,Service,No
BM9O8P3,Cinematography for Fibre Clinix,Service,No
BM9S6T0,Cinematography For Oil Ultime,Service,No
BM9Y7M2,Cinematography/ Photography for SAB Awards,Service,No
BM9J2S5,CIOC Test Fixture Soldering Work,Service,No
BM9T0H3Z,Civil Work,Service,No
BM9J3D2,Clamp Meter Var/Iich,Service,No
BM9W8N9,Clamp-on Power Meter Calibration charges,Service,No
BM9S3R0,Clean Room / LAF Validation Charges,Service,No
BM9U3Z7,Cleaning & shampooing of carpet,Service,No
BM9R4N5,Cleaning & shampooing of chairs,Service,No
BM9O4V5,Cleaning Around Office Premises,Service,No
BM9Q0R0,Cleaning Pipe Section Before Painting,Service,No
BM9A1O8,Cleaning with Wire Brush in the Steps towards the Platform,Service,No
BM9T7M5,Climatic Chambers and Dispensing Equipments Maintenance,Service,No
BM9V0G2,CMC of CCTV Cameras and TV for 9 Years,Service,No
BM9R6E2,CMM On Rent for Inspection,Service,No
BM9V4Q1O,Cocktail Starters,Service,No
BM9H8V0,Coding,Service,No
BM9W4M3,Coding -1,Service,No
BM9G6O3,Coding -2,Service,No
BM9I0C9,"Cold Cutting of Old 2 1/2"" G.I. Pipe (90No)",Service,No
BM9M9S8,Cold Water Delamination Test as per JAS,Service,No
BM9B8Q9H,Color Bar For Jabalpur,Service,No
BM9D7A4G,Colorbar Proto,Service,No
BM9J6N0O,Colour Coated Sheet Fixing,Service,No
BM9Z3A7,Colour Service Art work 8 Pages,Service,No
BM00044,Commission - PO N0. 1411-Applied Analytics-Analyzer & Spares-01203 Dt. 29-Jan-16 for Bartec Order.,Service,No
BM9R2Q1,Commission-BM9R2Q1,Service,No
BM99994,Commissioning Charges - BM99994-BM99994,Service,No
BM9O7F9,"Commissioning Charges for Flow Computer, Cone Meter At North karanpura Site On Man Day Basis Hour Of",Service,No
BM9F7I2,Commissioning Visit for ONGC Johorat Site,Service,No
BM9U5R0,Commissioning Visit for ONGC Rajamundry Site,Service,No
BM9S3W5,Complete Adsorption / Desorption Therm And BJH Poresize Distribution,Service,No
BM9J5I3,Complete Pump Repair and Service of Hawe Axial Piston Pump V 30D-95RKN-1-1-02,Service,No
BM9U4V8,Compound Pressure GaugeRange 0-9kg/sq-cmStator Water System-BM9U4V8,Service,No
BM9H4Q6D,"Comprehensive AMC for Paper Shredder Machine for Avanti PS 300 HD, Sr No. 63 from Nov 2020 to Oct 20",Service,No
BM9S9E6F,"Comprehensive AMC for Paper Shredder Machine for Avanti PS 300 HD, Sr No.52 from Nov 2020 to Oct 202",Service,No
BM9X5H5,"Comprehensive AMC for Paper Shredder Machine for Avanti PS 300 HD, Sr No.V1230 from Nov 2020 to Oct",Service,No
BM9U2F6,"Comprehensive AMC for Paper Shredder Machine Model Avanti - PS 300 HD, From 1st March 2020 To 28th",Service,No
BM9Q4Y5,"Comprehensive AMC for Trane Odyssey Unit Ground Floor NVH Lab - TWE156ED00AA, Serial No.15242NC6TWA,",Service,No
BM9F7D4,Comprehensive Annual Maintenance Contract for Conventional Air-Conditioning System,Service,No
BM9L6V3,"Comprehensive Annual Maintenance Contract for Paper Shredder Machine for the Period 1st Nov, 2019 to",Service,No
BM9P6N7,Comprensive AMC for Trane Air Conditioner Tonnage - 5,Service,No
BM9P6N6,Comprensive AMC for Trane Air Conditioner Tonnage -13,Service,No
BM9V4P6,Compressive Properties of Rigid Plastics ASTM D695,Service,No
BM9W9H5,Compressive Strength,Service,No
BM9D0P4,Compressive Strength 50 kN,Service,No
BM9G4K0,Compressor Repairing,Service,No
BM9G7D0,Concrete M25 Pedestal (3 Nos),Service,No
BM9W8B8,Concrete M30 (3943),Service,No
BM9O0X5,Concrete M30 (6350),Service,No
BM9C0S6,Concrete M-30 (RMC),Service,No
BM9W3O7,Condensor Replacing ( Aluminium to Copper) Gas Charging 1 Ton Air Conditioner,Service,No
BM9W0T6,Conference for 26-Apr-19 At Peninsula Grand,Service,No
BM9X6K1,Conference Room Charges,Service,No
BM9W5F2,Connection Bolt,Service,No
BM9Y0B1,Consistency/Efflux at 27�2�C,Service,No
BM9N0G5,CONSOLE CHARGES,Service,No
BM9W7U0,CONSOLE LCL CHARGES,Service,No
BM9H7Y2,Construction of Panal Room,Service,No
BM9X0P2,Construction Services,Service,No
BM9G5A6W,Constructions Adhesives Study,Service,No
BM9R0T0,Consultancy Charges for Liasoning for Phase II,Service,No
BM9Z8P5,Consultancy Service,Service,No
