#,Date,Vendor,Remarks,Due Date,Document Total in SC,Purchase Order Status,Document Status,Document Total,Canceled,Branch,Project,Project Code,BPL Name,Tax Amount (SC)
40211685,20-Nov-2018,Technorise,,20-Nov-2018,8468.38,Supplier PO Created,Closed,8468.38,Yes,Maharashtra,27546,27546-Inquiry :The Landmark cars Pvt Ltd,0,1291.78
40211686,20-Nov-2018,Bosch Ltd.,Based On Sales Orders 10211316.,03-Dec-2018,40384.32,Supplier PI Pending Finance Approval,Closed,40384.32,No,Maharashtra,28497,28497 - Re:Require offer for vacuum machine,0,6160.32
40211687,20-Nov-2018,Shri Instruments,Based On Sales Orders 10211311.,22-Nov-2018,16298.76,Supplier PI / Invoice Awaited,Closed,16298.76,No,Maharashtra,28188,28188-Request for quotation,0,2486.26
40211688,20-Nov-2018,Valisons and Co.,Based On Sales Orders 10211309.,10-Dec-2018,17099.68,Payment to Supplier Delayed,Open,17099.68,No,Maharashtra,28755,28755 - RFQ - PR # 8546976909 - Tools,0,2608.42
40211689,20-Nov-2018,Techno Rise Industries,,20-Nov-2018,8468.38,Supplier PO Created,Closed,8468.38,No,Maharashtra,27546,27546-Inquiry :The Landmark cars Pvt Ltd,0,1291.78
40211690,20-Nov-2018,PCI Analytics Pvt. Ltd.,Based On Sales Orders 10211320.,07-Nov-2018,15833.68,Supplier PI Pending Finance Approval,Closed,15833.68,No,Maharashtra,27893,27893-Fwd: RE: Quotation root from Bulk MRO.,0,2415.3
40211691,20-Oct-2018,Shanti Associates,Based On Sales Orders 10211322.,20-Oct-2018,799999.96,Supplier PI / Invoice Awaited,Closed,799999.96,No,Maharashtra,29095,29095 - Fwd: Shanti Associates to BulkMRO Invoice,0,122033.89
40211692,21-Nov-2018,Max Machinery Inc.,Based On Sales Orders 10211317.,18-Dec-2018,90,Supplier PI / Invoice Awaited,Closed,90,Yes,Maharashtra,28644,28644 - Re: Fwd: Request to provide quote.,0,0
40211693,21-Nov-2018,Multilinks,Based On Sales Orders 10211312.,03-Dec-2018,17480.52,Supplier PI Pending Finance Approval,Closed,17480.52,No,Maharashtra,28726,28726 - Re: Quotation required Festo make Hand lever,0,2666.52
40211694,21-Nov-2018,Almonard Pvt. Ltd.,Based On Sales Orders 10211306.,29-Nov-2018,14695.96,Payment to Supplier Delayed,Closed,14695.96,No,Maharashtra,28313,Fwd: RFQ for Mancoolers,0,2241.76
40211695,21-Nov-2018,Hindustan Lubes,Based On Sales Orders 10211321.,22-Nov-2018,72770.6,Payment to Supplier Delayed,Closed,72770.6,No,Maharashtra,28913,28913 - 4502363558-BULK MRO INDUSTRIAL SUPPLY PVT LTD,0,11100.6
40211696,21-Nov-2018,Max Machinery Inc.,,21-Nov-2018,6816.25,Supplier PI / Invoice Awaited,Closed,6816.25,No,Maharashtra,28644,28644 - Re: Fwd: Request to provide quote.,0,0
40211697,21-Nov-2018,L and S TranServices,Based On Sales Orders 10211319.,27-Dec-2018,26527.86,Supplier PI / Invoice Awaited,Closed,26527.86,No,Maharashtra,26881,26881-Requirement of MAGNALOY INSERT,0,0
40211698,22-Nov-2018,Prisha Enterprises,Based On Sales Orders 10211329.,30-Nov-2018,5984.64,Material Readiness: Delayed,Closed,5984.64,No,Maharashtra,29064,29064 -  PO 4500354704-BULK MRO INDUSTRIAL SUPPLY PVT. LTD,0,909.04
40211699,22-Nov-2018,Sagar Office Automation,Based On Sales Orders 10211329.,30-Nov-2018,3712.8,Material Readiness: Delayed,Closed,3712.8,No,Maharashtra,29064,29064 -  PO 4500354704-BULK MRO INDUSTRIAL SUPPLY PVT. LTD,0,397.8
40211700,22-Nov-2018,Sapphire Technologies,Based On Sales Orders 10211335.,26-Nov-2018,490236.9,Supplier PI Pending Finance Approval,Closed,490236.9,No,Maharashtra,28380,28380 - Fluke Power Quality Analyser,0,74781.9
40211701,22-Nov-2018,Khas Enterprises,,22-Nov-2018,74025,Supplier PI Pending Finance Approval,Closed,74025,No,Maharashtra,28591,28591 - for Stock,0,3525
40211702,22-Nov-2018,Quality Enterprises,Based On Sales Orders 10211332.,29-Nov-2018,17700,Payment to Supplier Delayed,Closed,17700,No,Maharashtra,29055,29055 - Request Number: 3449,0,2700
40211703,22-Nov-2018,Techlink Infoware Pvt. Ltd.,Based On Sales Orders 10211330.,24-Nov-2018,59944,Supplier PO Created,Closed,59944,No,Maharashtra,29112,29112 - FW: Re[2]: FW: [External] Re: Updates on software,0,9144
40211704,22-Nov-2018,OMNI Cans and Printers Pvt. Ltd.,Based On Sales Orders 10211325.,08-Dec-2018,126404.56,Payment to Supplier Delayed,Closed,126404.56,No,Maharashtra,29114,29114 - Urgent PO # 4591529880 for 1712412 - 5 Ltr MS Cont.,0,19282.06
40211705,22-Nov-2018,Kulkarni Pumps Pvt. Ltd.,Based On Sales Orders 10211331.,16-Jan-2019,41400,Supplier PI Pending Finance Approval,Closed,41400,No,Maharashtra,29047,29047 - Quotation for SUBMERSIBLE SEWAGE PUMPS,0,4500
40211706,22-Nov-2018,A. M. Hasanali and Sons,Based On Sales Orders 10211324.,19-Nov-2018,6720,Supplier PO Created,Closed,6720,No,Maharashtra,29002,29002 - Fwd: RFQ for Navy Blue T-Shirt with Tipping,0,320
40211707,23-Nov-2018,Ratnadeep Chemicals Supplier,Based On Sales Orders 10211336.,23-Nov-2018,4720,Payment to Supplier Delayed,Closed,4720,No,Maharashtra,29156,29156 - HCL PO,0,720
40211708,23-Nov-2018,Shabbir Hardware Stores,Based On Sales Orders 10211337.,06-Dec-2018,85845,Material Readiness: Delayed,Closed,85845,Yes,Maharashtra,29157,29157 - ESD Safety Shoe 130 QTY,0,13095
40211709,23-Nov-2018,Madras Tools,Based On Sales Orders 10211337.,06-Dec-2018,117351,Material Readiness: Delayed,Closed,117351,No,Maharashtra,29157,29157 - ESD Safety Shoe 130 QTY,0,17901
40211710,23-Nov-2018,Shabbir Hardware Stores,Based On Sales Orders 10211338.,23-Nov-2018,77880,Supplier PO Created,Closed,77880,Yes,Maharashtra,29161,29161 - ESD Safety Shoe 120 QTY,0,11880
40211711,23-Nov-2018,Madras Tools,Based On Sales Orders 10211338.,23-Nov-2018,108324,Supplier PO Created,Closed,108324,No,Maharashtra,29161,29161 - ESD Safety Shoe 120 QTY,0,16524
40211712,23-Nov-2018,Madras Tools,Based On Sales Orders 10211340.,06-Nov-2018,11735.1,Supplier PO Created,Closed,11735.1,No,Maharashtra,29165,29165 - ESD Safety Shoe 13 QTY,0,1790.1
40211713,23-Nov-2018,GUJARAT OTOFILT,Based On Sales Orders 10211315.,30-Jan-2019,37524,Supplier PI / Invoice Awaited,Closed,37524,No,Maharashtra,28827,28827 - Fwd: [EXT] TECHNICAL-COMMERCIAL OFFER FOR SPARE ELE,0,5724
40211714,23-Nov-2018,Indian Institute of Packaging,Based On Sales Orders 10211328.,28-Nov-2018,23364,Supplier PI / Invoice Awaited,Closed,23364,No,Maharashtra,29060,29060 - RE: Water vapour transmission rate analyzer measure,0,3564
40211715,23-Nov-2018,Vijay Engineers,,23-Nov-2018,12482.06,Supplier PO Created,Closed,12482.06,No,Maharashtra,26361,26361-Fwd: RFQ for Tools & Consumables for our Quality Dept,0,1439.56
40211716,23-Nov-2018,Rajesh Trade Centre,Based On Sales Orders 10211339.,29-Nov-2018,72570,Material Readiness: Delayed,Closed,72570,No,Maharashtra,29167,29167 - 55012597,0,11070
40211717,23-Nov-2018,Alba Sales Corporation,Based On Sales Orders 10211339.,29-Nov-2018,506603.5,Supplier PI Pending Finance Approval,Open,506603.5,No,Maharashtra,29167,29167 - 55012597,0,77278.5
40211718,23-Nov-2018,Fine Enterprises,Based On Sales Orders 10211347.,23-Nov-2018,7080,Supplier PI Pending Finance Approval,Closed,7080,No,Maharashtra,26726,26726-Quotation for CSR activity items,0,1080
40211719,23-Nov-2018,H. M. Industrial Suppliers,Based On Sales Orders 10211348.,06-Dec-2018,25935,Material Readiness: Delayed,Closed,25935,No,Maharashtra,28934,28934 - Reflective Jacket AP521 & APS511,0,1235
40211720,26-Nov-2018,Vosun Technology (HK) Co. Ltd,Based On Sales Orders 10211308.,17-Dec-2018,1374051.44,Supplier PI / Invoice Awaited,Closed,1374051.44,No,Maharashtra,26888,26888-Fipilock required at Jamnagar,0,0
40211721,26-Nov-2018,Dinesh Enterprises,Based On Sales Orders 10211349.,23-Nov-2018,9996.96,Supplier PO Created,Closed,9996.96,No,Maharashtra,29200,29200 - Connectors Inquiry,0,1524.96
40211722,26-Nov-2018,Patel Sanitary Ware,Based On Sales Orders 10211345.,01-Jan-2018,119217,Supplier PI / Invoice Awaited,Closed,119217,No,Maharashtra,29182,29182 - Jaquar Fitting,0,18185.6
40211723,26-Nov-2018,Joseph Leslie and Co. LLP,Based On Sales Orders 10211352.,26-Nov-2018,28602.34,Supplier PI Pending Finance Approval,Closed,28602.34,No,Maharashtra,28899,28899 - RE: PR-Cotton Hand gloves and chemical suit 0020120,0,3064.54
40211724,26-Nov-2018,Varunraj Housekeeping Material Supplier,Based On Sales Orders 10211352.,26-Nov-2018,3569.5,Supplier PI / Invoice Awaited,Closed,3569.5,No,Maharashtra,28899,28899 - RE: PR-Cotton Hand gloves and chemical suit 0020120,0,544.5
40211725,02-Apr-2018,Survival Systems Ltd. Canada,Based On Sales Orders 10211323.,13-Nov-2018,2259571.13,Supplier PI delayed,Open,2259571.13,No,Maharashtra,29089,29089 - Need additional spares for Fire pan,0,0
40211726,26-Nov-2018,Gleam Enterprises,Based On Sales Orders 10211356.,08-Dec-2018,52215,Supplier PI / Invoice Awaited,Closed,52215,Yes,Maharashtra,29042,29042 - RFQ: For mouse pad and coffee mug,0,7965
40211727,26-Nov-2018,Nathani Steels,Based On Sales Orders 10211354.,29-Nov-2018,16353.76,Supplier PI Pending Finance Approval,Closed,16353.76,No,Maharashtra,28422,28422 - Fwd: RFQ for Cut resistant Sleeves,0,778.76
40211728,26-Nov-2018,Nathani Steels,Based On Sales Orders 10211355.,27-Nov-2018,9812.26,Supplier PI Pending Finance Approval,Closed,9812.26,No,Maharashtra,29205,29205 - PO,0,467.26
40211729,26-Nov-2018,Industrial Trading Co,Based On Sales Orders 10211343.,21-Dec-2018,71036,Supplier PI Pending Finance Approval,Closed,71036,No,Maharashtra,28587,28587 - Fwd: FW: [EXT] Re: FW: MV 304 formaldehyde charging metering pump - documents,0,10836
40211730,26-Nov-2018,Super Radiator Coils,Based On Sales Orders 10211346.,07-Dec-2018,173626.8,Supplier PI / Invoice Awaited,Closed,173626.8,No,Maharashtra,28804,28804 - New Request 3392,0,0
40211731,26-Nov-2018,Ashland Electric Products Inc.,Based On Sales Orders 10211342.,11-Jan-2019,557158.52,Supplier PI / Invoice Awaited,Open,557158.52,No,Maharashtra,28725,28725 - Action Required: New Request 3394 submitted,0,0
40211732,26-Nov-2018,Trident Services Pvt. Ltd.,Based On Sales Orders 10211333.,07-Dec-2018,104460.4,Payment to Supplier Delayed,Closed,104460.4,No,Maharashtra,27913,27913-RFQ_comprehensive AMC for Cummins DG set 380 KVA_Hinjewadi_Pune,0,15934.66
40211733,26-Nov-2018,Deluxe Electrical Corporation,Based On Sales Orders 10211350.,07-Dec-2018,18478.8,Material Readiness: Delayed,Closed,18478.8,Yes,Maharashtra,25338,"25338-Fwd: Enquiry for Quality tools-II :: GE Transportation Marhowra, Bihar, India",0,2818.8
40211734,26-Nov-2018,Lite Kiran,Based On Sales Orders 10211350.,07-Dec-2018,590,Supplier PI Pending Finance Approval,Closed,590,No,Maharashtra,25338,"25338-Fwd: Enquiry for Quality tools-II :: GE Transportation Marhowra, Bihar, India",0,90
40211735,26-Nov-2018,Nathani Steels,Based On Sales Orders 10211353.,25-Nov-2018,9812.26,Supplier PI Pending Finance Approval,Closed,9812.26,No,Maharashtra,29203,29203 -  PO Copy for ATG Hand Sleeve,0,467.26
40211736,26-Nov-2018,PARAS Machine Tools,Based On Sales Orders 10211351.,15-Feb-2019,88783.2,Supplier PI Pending Finance Approval,Open,88783.2,No,Maharashtra,28072,28072-Inquiry for Seco Gold make 3 jaw Chuck.,0,13543.2
40211737,26-Nov-2018,A2Z Filtration Specialities Pvt. Ltd.,Based On Sales Orders 10211358.,04-Jan-2019,250614,Supplier PI Pending Finance Approval,Closed,250614,No,Maharashtra,28013,28013-RFQ for dust,0,11934
40211738,26-Nov-2018,Joyce Lub and Chem LLP,Based On Sales Orders 10211359.,31-Dec-2018,9676,Payment to Supplier Delayed,Closed,9676,No,Maharashtra,29194,29194 - Inquiry for materials 6 items,0,1476
40211739,26-Nov-2018,Parmar Steel,Based On Sales Orders 10211359.,31-Dec-2018,9558,Supplier PI Pending Finance Approval,Closed,9558,No,Maharashtra,29194,29194 - Inquiry for materials 6 items,0,1458
40211740,26-Nov-2018,Prospect Trading Co.,Based On Sales Orders 10211359.,31-Dec-2018,2902.8,Material Readiness: Delayed,Closed,2902.8,No,Maharashtra,29194,29194 - Inquiry for materials 6 items,0,442.8
40211741,26-Nov-2018,General Imsubs Pvt. Ltd.,Based On Sales Orders 10211359.,31-Dec-2018,13157,Payment to Supplier Delayed,Closed,13157,No,Maharashtra,29194,29194 - Inquiry for materials 6 items,0,2007
40211742,27-Nov-2018,Kakamari Tools and Equipments,Based On Sales Orders 10211339.,29-Nov-2018,141423,Supplier PI Pending Finance Approval,Closed,141423,No,Maharashtra,29167,29167 - 55012597,0,21573
40211743,27-Nov-2018,Valisons and Co.,Based On Sales Orders 10211351.,30-Nov-2018,2085.06,Material Readiness: Delayed,Closed,2085.06,No,Maharashtra,28072,28072-Inquiry for Seco Gold make 3 jaw Chuck.,0,318.06
40211744,27-Nov-2018,W. W. Grainger Inc.,Based On Sales Orders 10211360.,21-Dec-2018,26287.92,Payment to Supplier Delayed,Closed,26287.92,No,Maharashtra,28775,28775 - Fwd: Precision level - Model No- Starret 98 (18”),0,0
40211745,27-Nov-2018,Epsillon Cables Pvt. Ltd.,Based On Sales Orders 10211368.,17-Dec-2018,49843.2,Supplier PI Pending Finance Approval,Closed,49843.2,No,Maharashtra,28844,28844 - RE: RFQ - IC1000735,0,7603.2
40211746,27-Nov-2018,BMP Lighting,Based On Sales Orders 10211361.,21-Dec-2018,118160,Supplier PI / Invoice Awaited,Open,118160,No,Maharashtra,28333,28333 - Re: Fwd: PR 20939946/ 20533939 under water LED ligh,0,12660
40211747,27-Nov-2018,H. M. Industrial Suppliers,,27-Nov-2018,14122.92,Supplier PO Created,Closed,14122.92,No,Maharashtra,,28934 - Reflective Jacket AP521 & APS511,0,672.52
40211748,27-Nov-2018,Divine Engineering,Based On Sales Orders 10211357.,14-Dec-2018,3877.48,Supplier PI Pending Finance Approval,Closed,3877.48,No,Maharashtra,28228,28228-Fwd: Samples needed,0,591.48
40211749,27-Nov-2018,W. W. Grainger Inc.,Based On Sales Orders 10211377.,18-Dec-2018,20424.96,Material Readiness: Delayed,Closed,20424.96,No,Maharashtra,28784,28784 - Fwd: RFQ for Air Hose Reel & Accesories,0,0
40211750,27-Nov-2018,Balaji Enterprises,Based On Sales Orders 10211363.,31-Jan-2019,60569.6,Supplier PI / Invoice Awaited,Closed,60569.6,Yes,Maharashtra,29229,29229 - Fwd: Reliance-Order MO6/240189245 Notification,0,6489.6
40211751,27-Nov-2018,Bostan Engineering.,Based On Sales Orders 10211375.,14-Dec-2018,8386.26,Material Readiness: Delayed,Closed,8386.26,No,Maharashtra,29261,29261 - Fwd: FW: Purch.O. n° 2100011405-77003276-BULK MRO I,0,1279.26
40211752,27-Nov-2018,Bosch Ltd.,Based On Sales Orders 10211365.,14-Dec-2018,9751.52,Payment to Supplier Delayed,Closed,9751.52,No,Maharashtra,28292,Fwd: Required quotation for plunger pump,0,1487.52
40211753,27-Nov-2018,SR Enterprises,Based On Sales Orders 10211365.,14-Dec-2018,70800,Supplier PI / Invoice Awaited,Closed,70800,Yes,Maharashtra,28292,Fwd: Required quotation for plunger pump,0,10800
40211754,27-Nov-2018,M/s. Balaji Enterprises,,27-Nov-2018,60569.6,Supplier PI Pending Finance Approval,Closed,60569.6,No,Maharashtra,29229,29229 - Fwd: Reliance-Order MO6/240189245 Notification,0,6489.6
40211755,27-Nov-2018,Bostan Engineering.,Based On Sales Orders 10211376.,14-Dec-2018,6289.69,Material Readiness: Delayed,Closed,6289.69,No,Maharashtra,29257,29257 - Fwd: FW: Purch.O. n° 2100011292-77003276-BULK MRO I,0,959.44
40211756,27-Nov-2018,OMNI Cans and Printers Pvt. Ltd.,Based On Sales Orders 10211373.,15-Dec-2018,186444.72,Payment to Supplier Delayed,Closed,186444.72,No,Maharashtra,29235,29235 - New Po # 4591532799 for 1Kg Tin of OMNI,0,28440.72
40211757,27-Nov-2018,New Era Engineering,Based On Sales Orders 10211357.,14-Dec-2018,5369,Supplier PI / Invoice Awaited,Closed,5369,No,Maharashtra,28228,28228-Fwd: Samples needed,0,819
40211758,27-Nov-2018,Utkarsh Brush Works,Based On Sales Orders 10211341.,15-Dec-2018,53100,Payment to Supplier Delayed,Closed,53100,No,Maharashtra,29164,29164 - Po # 4591531113 => Bulk Mro Indust,0,8100
40211759,27-Nov-2018,Rexel India Pvt. Ltd.,Based On Sales Orders 10211371.,30-Nov-2018,23033.6,Supplier PI / Invoice Awaited,Closed,23033.6,No,Maharashtra,28031,28031-Silverson mixers spares .xlsx 0020117943,0,3513.6
40211760,27-Nov-2018,Hasmukh Electrical and Hardware Stores,Based On Sales Orders 10211367.,30-Nov-2018,28744.8,Material Readiness: Delayed,Closed,28744.8,No,Maharashtra,28829,28829 - Pneumatic fittings,0,4384.8
40211761,27-Nov-2018,M/S. Sahil International,Based On Sales Orders 10211374.,24-Dec-2018,1298,Material Readiness: Delayed,Closed,1298,No,Maharashtra,29266,29266 - Purchase Order 4500355494,0,198
40211762,27-Nov-2018,Fleetpro Enterprises,Based On Sales Orders 10211382.,28-Mar-2018,105225.32,Payment to Supplier Delayed,Closed,105225.32,No,Maharashtra,28748,28748 - RE: 20118336 - Dryer gear box spare parts quotation,0,16051.32
40211763,27-Nov-2018,Shyam Trading Company,Based On Sales Orders 10211383.,16-Dec-2018,187620,Supplier PI / Invoice Awaited,Closed,187620,Yes,Maharashtra,29226,29226 - Fwd: Query for procuring Product,0,28620
40211764,27-Nov-2018,BMP Lighting,Based On Sales Orders 10211364.,06-Dec-2018,426160,Supplier PI Pending Finance Approval,Closed,426160,Yes,Maharashtra,28200,"28200-Fwd: PR 20939946/ 20533939 under water LED lights and pole , Tree up & Palm up lights",0,45660
40211765,28-Nov-2018,Gleam Enterprises,Based On Sales Orders 10211384.,08-Dec-2018,43330,Supplier PI Pending Finance Approval,Closed,43330,No,Maharashtra,29042,29042 - RFQ: For mouse pad and coffee mug,0,5580
40211766,28-Nov-2018,Ganraj Electricals,Based On Sales Orders 10211365.,14-Dec-2018,8779.2,Payment to Supplier Delayed,Closed,8779.2,No,Maharashtra,28292,Fwd: Required quotation for plunger pump,0,1339.2
40211767,28-Nov-2018,Decor,Based On Sales Orders 10211372.,07-Dec-2018,15576,Material Readiness: Delayed,Closed,15576,No,Maharashtra,28818,28818 - RFQ : Blinders for EBS workshop,0,2376
40211768,28-Nov-2018,Trident Services Pvt. Ltd.,Based On Sales Orders 10211366.,10-Dec-2018,15141.48,Supplier PI / Invoice Awaited,Closed,15141.48,No,Maharashtra,29149,29149 - RFQ_comprehensive AMC for Cummins DG set 380 KVA_Hi,0,2309.72
40211769,28-Nov-2018,Pinewood Associate,Based On Sales Orders 10211385.,08-Dec-2018,28886.4,Supplier PI / Invoice Awaited,Closed,28886.4,No,Maharashtra,28687,28687 - RE: FW: [External]Fwd: Armstrong Acoustic Tile.,0,4406.4
40211770,28-Nov-2018,Shah Enterprises,Based On Sales Orders 10211380.,29-Nov-2018,4035.6,Supplier PI Pending Finance Approval,Closed,4035.6,No,Maharashtra,28861,28861 - FW: [EXT] Re: ENQUIRY FOR SILANE,0,615.6
40211771,28-Nov-2018,Unique Water Meter Enterprises,Based On Sales Orders 10211381.,29-Nov-2018,21903.16,Supplier PI Pending Finance Approval,Closed,21903.16,No,Maharashtra,28773,28773 - RE: PR for water flow meter 0020119991,0,3341.16
40211772,15-Nov-2018,OUTOKUMPU STAINLESS AB (DEGERFORS),Based On Sales Orders 10211295.,15-Nov-2018,23066972.99,Supplier PI / Invoice Awaited,Closed,23066972.99,No,Maharashtra,28933,28933 - PO for SS Sheet 310S and 316L,0,0
40211773,28-Nov-2018,OUTOKUMPU STAINLESS AB (DEGERFORS),Based On Sales Orders 10211297.,01-Jan-2019,0,Material Readiness: Delayed,Open,0,No,Maharashtra,28933,28933 - PO for SS Sheet 310S and 316L,0,0
40211774,28-Nov-2018,Gala Sons,Based On Sales Orders 10211387.,03-Nov-2018,38350,Supplier PI / Invoice Awaited,Closed,38350,No,Maharashtra,27710,27710-Electrical requirement - HIIPL,0,5850
40211775,28-Nov-2018,Sagar Office Automation,Based On Sales Orders 10211387.,03-Nov-2018,16419.7,Supplier PO Created,Closed,16419.7,No,Maharashtra,27710,27710-Electrical requirement - HIIPL,0,2504.7
40211776,28-Nov-2018,Captain Tools,Based On Sales Orders 10211387.,03-Nov-2018,100,Payment to Supplier Delayed,Closed,100,No,Maharashtra,27710,27710-Electrical requirement - HIIPL,0,0
40211777,28-Nov-2018,Parikh and Co.,Based On Sales Orders 10211387.,03-Nov-2018,261,Supplier PI / Invoice Awaited,Closed,261,No,Maharashtra,27710,27710-Electrical requirement - HIIPL,0,0
40211778,28-Nov-2018,Valisons and Co.,Based On Sales Orders 10211387.,03-Nov-2018,2997.64,Supplier PI / Invoice Awaited,Closed,2997.64,No,Maharashtra,27710,27710-Electrical requirement - HIIPL,0,457.3
40211779,28-Nov-2018,M/S BG Associates,Based On Sales Orders 10211378.,29-Nov-2018,40922.4,Supplier PI / Invoice Awaited,Closed,40922.4,No,Maharashtra,28832,28832 - FW: [EXT] ludhiana quotation,0,6242.4
40211780,28-Nov-2018,Rishabh Instruments Pvt. Ltd.,Based On Sales Orders 10211371.,30-Nov-2018,1132.8,Supplier PO Created,Closed,1132.8,Yes,Maharashtra,28031,28031-Silverson mixers spares .xlsx 0020117943,0,172.8
