#,Date,Customer,Remarks,Due Date,Branch,Document Total (FC),Document Total (SC),Document Status,Canceled,Document Total,Project,Inside Sales Owner,Cancelation Date,Original Ref. No.,Tax Amount (SC)
10610392,20-Sep-2018,GE T and D India Ltd.,Based On Sales Quotations 2217.,05-Oct-2018,Gujarat,0,41447.5,Closed,No,41447.5,26311,Suhas Nair,04-Nov-2018,,6322.5
10610391,19-Sep-2018,GE T and D India Ltd.,Based On Sales Quotations 2649.,03-Oct-2018,Gujarat,0,46832.9,Closed,No,46832.9,27149,Prit Patel,02-Nov-2018,,7144
10610390,19-Sep-2018,GE T and D India Ltd.,Based On Sales Quotations 2189.,26-Sep-2018,Gujarat,0,131839.04,Open,No,131839.04,25748,Prit Patel,26-Oct-2018,,20111.04
10610389,19-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2004.,31-May-2018,Gujarat,0,3505.6,Closed,No,3505.6,19717,Avni Shah,30-Jun-2018,,375.6
10610388,19-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1160.,26-Jul-2018,Gujarat,0,1416,Closed,No,1416,19849,Avni Shah,25-Aug-2018,,216
10610387,18-Sep-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 2617.,21-Sep-2018,Gujarat,0,14160,Closed,No,14160,25966,Suhas Nair,21-Oct-2018,,2160
10610386,17-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2604.,17-Dec-2018,Gujarat,0,43400,Open,No,43400,27288,Jigar Patel,16-Jan-2019,,4650
10610385,17-Sep-2018,GE T and D India Ltd.,Based On Sales Quotations 2593.,30-Sep-2018,Gujarat,0,12305.71,Closed,No,12305.71,26793,Harsh Patel,30-Oct-2018,,1877.14
10610384,17-Sep-2018,ABB India Ltd.,Based On Sales Quotations 2602.,20-Sep-2018,Gujarat,0,15717.57,Closed,Yes,15717.57,27046,Ranjit Kumar,20-Oct-2018,,2383.09
10610383,14-Sep-2018,ABB India Ltd.,Based On Sales Quotations 2580.,20-Sep-2018,Gujarat,0,64597.71,Closed,Yes,64597.71,27044,Ranjit Kumar,20-Oct-2018,,9853.88
10610382,17-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2599.,10-Sep-2018,Gujarat,0,44720.82,Open,No,44720.82,27264,Avni Shah,10-Oct-2018,,6821.82
10610381,14-Sep-2018,GHCL Ltd.,Based On Sales Quotations 2331.,12-Oct-2018,Gujarat,0,11210,Closed,No,11210,26843,Prit Patel,11-Nov-2018,,1710
10610380,14-Sep-2018,ABB India Ltd.,Based On Sales Quotations 2573.,14-Sep-2018,Gujarat,0,14178.98,Closed,Yes,14178.98,27045,Ranjit Kumar,14-Oct-2018,,2148.38
10610379,14-Sep-2018,Nivea India Pvt. Ltd.,Based On Sales Quotations 2412.,28-Sep-2018,Gujarat,0,22464,Closed,No,22464,26598,Jigar Patel,28-Oct-2018,,4914
10610378,14-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2581.,06-Sep-2018,Gujarat,0,5876.4,Closed,No,5876.4,27220,Avni Shah,06-Oct-2018,,896.4
10610377,14-Sep-2018,Nivea India Pvt. Ltd.,Based On Sales Quotations 2411.,05-Oct-2018,Gujarat,0,19470,Closed,No,19470,26997,Jigar Patel,04-Nov-2018,,2970
10610376,12-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2407.,14-Nov-2018,Gujarat,0,138240,Closed,No,138240,26561,Jigar Patel,14-Dec-2018,,30240
10610375,12-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2527.,31-Oct-2018,Gujarat,0,50976,Open,No,50976,25044,Avni Shah,30-Nov-2018,,7776
10610374,12-Sep-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 2521.,26-Sep-2018,Gujarat,0,27883.4,Closed,No,27883.4,27172,Jigar Patel,26-Oct-2018,,4253.4
10610373,11-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2508.,13-Sep-2018,Gujarat,0,46578.14,Closed,No,46578.14,27139,Harsh Patel,13-Oct-2018,,7105.14
10610372,11-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2497.,15-Sep-2018,Gujarat,0,245027,Open,No,245027,15763,Avni Shah,15-Oct-2018,,37377
10610371,11-Sep-2018,ABB India Ltd.,Based On Sales Quotations 2468.,12-Sep-2018,Gujarat,0,71772.32,Closed,No,71772.32,26750,Ranjit Kumar,12-Oct-2018,,10948.32
10610370,10-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2479.,20-Sep-2018,Gujarat,0,5386,Closed,No,5386,27138,Jigar Patel,20-Oct-2018,,636
10610369,10-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2483.,11-Dec-2018,Gujarat,0,1298,Closed,No,1298,27131,Jigar Patel,10-Jan-2019,,198
10610368,10-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 399.,05-Jun-2018,Gujarat,0,24780,Closed,No,24780,18742,Piyush Yadav,05-Jul-2018,,3780
10610367,10-Sep-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 2432.,30-Sep-2018,Gujarat,0,14266.05,Closed,No,14266.05,27026,Jigar Patel,30-Oct-2018,,3120.7
10610366,10-Sep-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 2473.,30-Sep-2018,Gujarat,0,9374.44,Closed,No,9374.44,25732,Jigar Patel,30-Oct-2018,,1430
10610365,10-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2472.,30-Nov-2018,Gujarat,0,18408,Open,No,18408,27125,Prit Patel,30-Dec-2018,,2808
10610364,10-Sep-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 2463.,26-Sep-2018,Gujarat,0,15694,Closed,No,15694,27096,Suhas Nair,26-Oct-2018,,2394
10610363,10-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1021.,31-Oct-2018,Gujarat,0,661565.86,Open,No,661565.86,21365,Avni Shah,30-Nov-2018,,100888.86
10610362,07-Sep-2018,GE T and D India Ltd.,Based On Sales Quotations 2420.,21-Sep-2018,Gujarat,0,31820.24,Open,No,31820.24,26271,Ranjit Kumar,21-Oct-2018,,4853.94
10610361,06-Sep-2018,ABB India Ltd.,Based On Sales Quotations 2364.,12-Sep-2018,Gujarat,0,11445,Closed,No,11445,25326,Ranjit Kumar,12-Oct-2018,,545
10610360,06-Sep-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 2423.,13-Sep-2018,Gujarat,0,5259.44,Closed,No,5259.44,25939,Suhas Nair,13-Oct-2018,,802.28
10610359,06-Sep-2018,GE T and D India Ltd.,Based On Sales Quotations 2420.,21-Sep-2018,Gujarat,0,31820.24,Closed,No,31820.24,26271,Ranjit Kumar,21-Oct-2018,,4853.94
10610358,06-Sep-2018,Inarco Pvt. Ltd.,Based On Sales Quotations 2397.,13-Sep-2018,Gujarat,0,8850,Closed,No,8850,26855,Suhas Nair,13-Oct-2018,,1350
10610357,05-Sep-2018,Nivea India Pvt. Ltd.,Based On Sales Quotations 2392.,31-Oct-2018,Gujarat,0,136880,Closed,No,136880,26436,Jigar Patel,30-Nov-2018,,20880
10610356,05-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1160.,26-Jul-2018,Gujarat,0,25488,Closed,No,25488,19849,Avni Shah,25-Aug-2018,,3888
10610355,05-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2089.,10-Aug-2018,Gujarat,0,14160,Open,No,14160,26093,Avni Shah,09-Sep-2018,,2160
10610354,05-Sep-2018,GE T and D India Ltd.,Based On Sales Quotations 2188.,11-Sep-2018,Gujarat,0,27114.04,Closed,No,27114.04,26636,Ranjit Kumar,11-Oct-2018,,4136.04
10610353,05-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2089.,10-Aug-2018,Gujarat,0,2832,Closed,No,2832,26093,Avni Shah,09-Sep-2018,,432
10610352,05-Sep-2018,GE T and D India Ltd.,Based On Sales Quotations 2192.,12-Sep-2018,Gujarat,0,32568,Open,No,32568,26335,Ranjit Kumar,12-Oct-2018,,4968
10610351,04-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1160.,26-Jul-2018,Gujarat,0,5310,Closed,No,5310,19849,Avni Shah,25-Aug-2018,,810
10610350,05-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2089.,10-Aug-2018,Gujarat,0,2832,Open,No,2832,26093,Avni Shah,09-Sep-2018,,432
10610349,04-Sep-2018,Nivea India Pvt. Ltd.,Based On Sales Quotations 2344.,30-Sep-2018,Gujarat,0,24780,Closed,No,24780,26789,Harsh Patel,30-Oct-2018,,3780
10610348,04-Sep-2018,Plasser India Pvt. Ltd.,Based On Sales Quotations 2181.,10-Sep-2018,Gujarat,0,195901.21,Open,No,195901.21,26318,Ranjit Kumar,10-Oct-2018,,29883.24
10610347,31-Aug-2018,GHCL Ltd.,Based On Sales Quotations 2274.,23-Sep-2018,Gujarat,0,2648.52,Closed,No,2648.52,26796,Harsh Patel,23-Oct-2018,,404.02
10610346,28-Aug-2018,GHCL Ltd.,Based On Sales Quotations 2032.,18-Oct-2018,Gujarat,0,23205.88,Closed,No,23205.88,26442,Harsh Patel,17-Nov-2018,,3539.88
10610345,01-Sep-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2296.,30-Sep-2018,Gujarat,0,14719.32,Closed,No,14719.32,26548,Harsh Patel,30-Oct-2018,,2245.32
10610344,31-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2285.,07-Sep-2018,Gujarat,0,299588.8,Closed,No,299588.8,26848,Avni Shah,07-Oct-2018,,32098.8
10610343,30-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2240.,31-Aug-2018,Gujarat,0,21300.06,Closed,No,21300.06,26739,Harsh Patel,30-Sep-2018,,3249.16
10610342,30-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2271.,30-Sep-2018,Gujarat,0,14753.3,Closed,No,14753.3,26802,Avni Shah,30-Oct-2018,,2157.3
10610341,30-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2089.,10-Aug-2018,Gujarat,0,2832,Closed,No,2832,26093,Avni Shah,09-Sep-2018,,432
10610340,30-Aug-2018,GE T and D India Ltd.,Based On Sales Quotations 2190.,31-Aug-2018,Gujarat,0,2360,Closed,No,2360,26554,Ranjit Kumar,30-Sep-2018,,360
10610339,30-Aug-2018,GE T and D India Ltd.,Based On Sales Quotations 2194.,31-Aug-2018,Gujarat,0,46685.52,Closed,No,46685.52,25999,Ranjit Kumar,30-Sep-2018,,7121.52
10610338,29-Aug-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 2238.,14-Sep-2018,Gujarat,0,6519.5,Closed,No,6519.5,26731,Suhas Nair,14-Oct-2018,,994.5
10610337,29-Aug-2018,ABB India Ltd.,Based On Sales Quotations 2186.,12-Sep-2018,Gujarat,0,6612.72,Closed,No,6612.72,26661,Ranjit Kumar,12-Oct-2018,,1008.72
10610336,29-Aug-2018,GHCL Ltd.,Based On Sales Quotations 2159.,19-Oct-2018,Gujarat,0,280058.02,Closed,No,280058.02,26621,Jigar Patel,18-Nov-2018,,30006.22
10610335,29-Aug-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 2221.,07-Sep-2018,Gujarat,0,41048.04,Closed,No,41048.04,25169,Suhas Nair,07-Oct-2018,,6261.56
10610334,29-Aug-2018,GE T and D India Ltd.,Based On Sales Quotations 2206.,31-Aug-2018,Gujarat,0,5760,Closed,No,5760,26380,Ranjit Kumar,30-Sep-2018,,1260
10610333,28-Aug-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 2162.,30-Aug-2018,Gujarat,0,9086,Closed,No,9086,26606,Harsh Patel,29-Sep-2018,,1386
10610332,27-Aug-2018,GE T and D India Ltd.,Based On Sales Quotations 2161.,13-Sep-2018,Gujarat,0,29636.88,Closed,No,29636.88,26251,Harsh Patel,13-Oct-2018,,4520.88
10610331,27-Aug-2018,GE T and D India Ltd.,Based On Sales Quotations 2160.,13-Sep-2018,Gujarat,0,8224.6,Closed,No,8224.6,26146,Harsh Patel,13-Oct-2018,,1254.6
10610330,27-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2163.,31-Aug-2018,Gujarat,0,43660,Closed,No,43660,26640,Jigar Patel,30-Sep-2018,,6660
10610329,24-Aug-2018,ABB India Ltd.,Based On Sales Quotations 2152.,15-Sep-2018,Gujarat,0,22420,Closed,No,22420,26448,Ranjit Kumar,15-Oct-2018,,3420
10610328,25-Aug-2018,GE T and D India Ltd.,Based On Sales Quotations 2017.,31-Aug-2018,Gujarat,0,292831.16,Closed,No,292831.16,26106,Harsh Patel,30-Sep-2018,,44669.16
10610327,24-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2149.,31-Aug-2018,Gujarat,0,407986,Open,No,407986,26632,Harsh Patel,30-Sep-2018,,62235.14
10610326,24-Aug-2018,ABB India Ltd.,Based On Sales Quotations 2145.,31-Aug-2018,Gujarat,0,1022,Closed,No,1022,26232,Ranjit Kumar,30-Sep-2018,,155.88
10610325,24-Aug-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 2146.,24-Aug-2018,Gujarat,0,21948,Closed,No,21948,26453,Harsh Patel,23-Sep-2018,,3348
10610324,23-Aug-2018,GHCL Ltd.,Based On Sales Quotations 2136.,29-Aug-2018,Gujarat,0,1135.42,Open,No,1135.42,26569,Harsh Patel,28-Sep-2018,,173.16
10610323,23-Aug-2018,GHCL Ltd.,Based On Sales Quotations 2138.,22-Sep-2018,Gujarat,0,610.08,Closed,No,610.08,26567,Harsh Patel,22-Oct-2018,,93.06
10610322,23-Aug-2018,GHCL Ltd.,Based On Sales Quotations 2139.,12-Sep-2018,Gujarat,0,453.48,Open,No,453.48,26565,Harsh Patel,12-Oct-2018,,69.16
10610321,23-Aug-2018,GHCL Ltd.,Based On Sales Quotations 2113.,17-Aug-2018,Gujarat,0,966.42,Closed,No,966.42,26564,Harsh Patel,16-Sep-2018,,147.42
10610320,23-Aug-2018,GHCL Ltd.,Based On Sales Quotations 2135.,05-Sep-2018,Gujarat,0,14951.03,Open,No,14951.03,26570,Harsh Patel,05-Oct-2018,,2280.46
10610319,23-Aug-2018,GHCL Ltd.,Based On Sales Quotations 2134.,09-Sep-2018,Gujarat,0,4265.93,Open,No,4265.93,26571,Harsh Patel,09-Oct-2018,,650.72
10610318,23-Aug-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 2110.,12-Sep-2018,Gujarat,0,99888.72,Closed,No,99888.72,25579,Jigar Patel,12-Oct-2018,,15087.72
10610317,23-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2089.,10-Aug-2018,Gujarat,0,7080,Closed,No,7080,26093,Avni Shah,09-Sep-2018,,1080
10610316,22-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2089.,10-Aug-2018,Gujarat,0,14160,Closed,No,14160,26093,Avni Shah,09-Sep-2018,,2160
10610315,22-Aug-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 2034.,28-Aug-2018,Gujarat,0,3776,Closed,No,3776,25954,Harsh Patel,27-Sep-2018,,576
10610314,22-Aug-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 1126.,27-Aug-2018,Gujarat,0,23751.04,Open,No,23751.04,25069,Suhas Nair,26-Sep-2018,,3623.04
10610313,22-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2087.,27-Aug-2018,Gujarat,0,72275,Closed,No,72275,26445,Harsh Patel,26-Sep-2018,,11025
10610312,22-Aug-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 2075.,27-Aug-2018,Gujarat,0,31930.8,Closed,No,31930.8,25337,Harsh Patel,26-Sep-2018,,4870.8
10610311,22-Aug-2018,GHCL Ltd.,Based On Sales Quotations 2038.,26-Aug-2018,Gujarat,0,3751.22,Open,No,3751.22,26370,Harsh Patel,25-Sep-2018,,572.22
10610310,22-Aug-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 2039.,31-Aug-2018,Gujarat,0,17696,Closed,No,17696,26177,Suhas Nair,30-Sep-2018,,1896
10610309,21-Aug-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 1126.,27-Aug-2018,Gujarat,0,23751.04,Closed,No,23751.04,25069,Suhas Nair,26-Sep-2018,,3623.04
10610308,21-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2068.,31-Aug-2018,Gujarat,0,123459.06,Closed,No,123459.06,26514,Avni Shah,30-Sep-2018,,18832.74
10610307,21-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2059.,31-Aug-2018,Gujarat,0,25488,Open,No,25488,26507,Avni Shah,30-Sep-2018,,3888
10610306,20-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2011.,31-Aug-2018,Gujarat,0,214612.5,Open,No,214612.5,26369,Avni Shah,30-Sep-2018,,32737.5
10610305,18-Aug-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 1942.,20-Aug-2018,Gujarat,0,18154.3,Closed,No,18154.3,26188,Suhas Nair,19-Sep-2018,,2769.3
10610304,18-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2006.,21-Aug-2018,Gujarat,0,7875,Closed,No,7875,26422,Jigar Patel,20-Sep-2018,,375
10610303,18-Aug-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 1861.,22-Aug-2018,Gujarat,0,6784.06,Open,No,6784.06,26159,Suhas Nair,21-Sep-2018,,1034.86
10610302,18-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 2004.,31-May-2018,Gujarat,0,103840,Open,No,103840,19717,Avni Shah,30-Jun-2018,,15840
10610301,17-Aug-2018,GHCL Ltd.,Based On Sales Quotations 1990.,14-Aug-2018,Gujarat,0,48002.4,Closed,No,48002.4,26376,Prit Patel,13-Sep-2018,,7322.4
10610300,17-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1982.,30-Aug-2018,Gujarat,0,66080,Open,No,66080,26352,Jigar Patel,29-Sep-2018,,10080
10610299,16-Aug-2018,GE T and D India Ltd.,Based On Sales Quotations 1946.,20-Aug-2018,Gujarat,0,18463.46,Closed,No,18463.46,21460,Jigar Patel,19-Sep-2018,,2816.46
10610298,16-Aug-2018,GE T and D India Ltd.,Based On Sales Quotations 1946.,20-Aug-2018,Gujarat,0,70737.48,Closed,No,70737.48,21460,Jigar Patel,19-Sep-2018,,10790.46
10610297,16-Aug-2018,GHCL Ltd.,Based On Sales Quotations 1977.,06-Sep-2018,Gujarat,0,4618.2,Open,No,4618.2,26348,Prit Patel,06-Oct-2018,,704.48
10610296,16-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1970.,31-Aug-2018,Gujarat,0,10500,Open,No,10500,26360,Avni Shah,30-Sep-2018,,500
10610295,16-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1969.,31-Aug-2018,Gujarat,0,48603.86,Closed,No,48603.86,20823,Avni Shah,30-Sep-2018,,7414.14
10610294,14-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1160.,26-Jul-2018,Gujarat,0,25488,Closed,Yes,25488,19849,Avni Shah,25-Aug-2018,,3888
10610293,14-Aug-2018,GE T and D India Ltd.,Based On Sales Quotations 649.,05-Sep-2018,Gujarat,0,23706.2,Closed,No,23706.2,20920,Harsh Patel,05-Oct-2018,,3616.2
10610292,14-Aug-2018,GHCL Ltd.,Based On Sales Quotations 1865.,19-Aug-2018,Gujarat,0,206712.4,Closed,No,206712.4,25884,Prit Patel,18-Sep-2018,,31532.4
10610291,12-Aug-2018,ABB India Ltd.,Based On Sales Quotations 1931.,30-Aug-2018,Gujarat,0,20178,Closed,No,20178,25658,Ranjit Kumar,29-Sep-2018,,3078
10610290,13-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1930.,15-Oct-2018,Gujarat,0,1642118.68,Closed,No,1642118.68,26268,Prit Patel,14-Nov-2018,,250492.68
10610289,11-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1929.,23-Aug-2018,Gujarat,0,21240,Closed,No,21240,26253,Avni Shah,22-Sep-2018,,3240
10610288,10-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1811.,10-Aug-2018,Gujarat,0,7080,Closed,No,7080,26093,Avni Shah,09-Sep-2018,,1080
10610287,13-Aug-2018,Metso India Pvt. Ltd.,Based On Sales Quotations 1872.,27-Aug-2018,Gujarat,0,13735.2,Closed,No,13735.2,25911,Suhas Nair,26-Sep-2018,,2095.2
10610286,13-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1937.,27-Aug-2018,Gujarat,0,24842.54,Open,No,24842.54,26205,Harsh Patel,26-Sep-2018,,3789.54
10610285,11-Aug-2018,GE T and D India Ltd.,Based On Sales Quotations 1923.,17-Aug-2018,Gujarat,0,2118.32,Closed,No,2118.32,26224,Ranjit Kumar,16-Sep-2018,,323.12
10610284,08-Aug-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 1861.,22-Aug-2018,Gujarat,0,6784.06,Closed,Yes,6784.06,26159,Suhas Nair,21-Sep-2018,,1034.86
10610283,08-Aug-2018,Micron Enterprises,Based On Sales Quotations 1821.,21-Aug-2018,Gujarat,0,12422.48,Open,No,12422.48,25639,Ranjit Kumar,20-Sep-2018,,1894.98
10610282,08-Aug-2018,GHCL Ltd.,Based On Sales Quotations 1856.,12-Sep-2018,Gujarat,0,128.38,Closed,No,128.38,26161,Prit Patel,12-Oct-2018,,19.58
10610281,08-Aug-2018,GHCL Ltd.,Based On Sales Quotations 1848.,16-Aug-2018,Gujarat,0,3102.46,Closed,No,3102.46,26151,Prit Patel,15-Sep-2018,,473.26
10610280,08-Aug-2018,GE T and D India Ltd.,Based On Sales Quotations 1645.,10-Aug-2018,Gujarat,0,24348.14,Closed,No,24348.14,25567,Jigar Patel,09-Sep-2018,,3714.14
10610279,07-Aug-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 1829.,15-Aug-2018,Gujarat,0,20680.68,Closed,No,20680.68,26125,Suhas Nair,14-Sep-2018,,3154.68
10610278,07-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1811.,10-Aug-2018,Gujarat,0,9168.6,Open,No,9168.6,26093,Avni Shah,09-Sep-2018,,1398.6
10610277,07-Aug-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 1814.,21-Aug-2018,Gujarat,0,67260,Open,No,67260,26108,Suhas Nair,20-Sep-2018,,10260
10610276,07-Aug-2018,GE T and D India Ltd.,Based On Sales Quotations 1804.,17-Aug-2018,Gujarat,0,8531.4,Closed,No,8531.4,25343,Suhas Nair,16-Sep-2018,,1301.4
10610275,06-Aug-2018,GE T and D India Ltd.,Based On Sales Quotations 1789.,30-Aug-2018,Gujarat,0,23784.3,Open,No,23784.3,25784,Ranjit Kumar,29-Sep-2018,,3628.12
10610274,02-Aug-2018,Avadh Engineering Pvt Ltd.,Based On Sales Quotations 1767.,13-Sep-2018,Gujarat,0,106249.56,Closed,Yes,106249.56,25042,Prit Patel,13-Oct-2018,,16207.56
10610273,06-Aug-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 1153.,13-Aug-2018,Gujarat,0,4720,Closed,No,4720,25114,Harsh Patel,12-Sep-2018,,720
10610272,06-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1729.,19-Sep-2018,Gujarat,0,105562.8,Open,No,105562.8,25974,Avni Shah,19-Oct-2018,,16102.8
10610271,06-Aug-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 1786.,08-Aug-2018,Gujarat,0,2177.28,Closed,No,2177.28,25973,Suhas Nair,07-Sep-2018,,233.28
10610270,02-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1748.,29-Aug-2018,Gujarat,0,208012,Open,No,208012,26017,Avni Shah,28-Sep-2018,,22287
10610269,02-Aug-2018,GE T and D India Ltd.,Based On Sales Quotations 1731.,15-Aug-2018,Gujarat,0,10529.9,Closed,No,10529.9,25957,Ranjit Kumar,14-Sep-2018,,1606.26
10610268,01-Aug-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1713.,08-Aug-2018,Gujarat,0,94507.38,Closed,No,94507.38,25889,Avni Shah,07-Sep-2018,,14416.38
10610267,31-Jul-2018,GE T and D India Ltd.,Based On Sales Quotations 1694.,17-Aug-2018,Gujarat,0,125346.68,Closed,No,125346.68,25231,Jigar Patel,16-Sep-2018,,19120.68
10610266,31-Jul-2018,John Energy Ltd.,Based On Sales Quotations 1695.,25-Sep-2018,Gujarat,0,50150,Open,No,50150,25953,Neel Patel,25-Oct-2018,,7650
10610265,30-Jul-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 1647.,01-Aug-2018,Gujarat,0,19470,Closed,No,19470,25677,Suhas Nair,31-Aug-2018,,2970
10610264,30-Jul-2018,Nivea India Pvt. Ltd.,Based On Sales Quotations 1642.,15-Aug-2018,Gujarat,0,7473.3,Closed,No,7473.3,25593,Avni Shah,14-Sep-2018,,1140
10610263,30-Jul-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 1363.,04-Aug-2018,Gujarat,0,12768,Closed,No,12768,25464,Suhas Nair,03-Sep-2018,,1368
10610262,28-Jul-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 1473.,31-Jul-2018,Gujarat,0,6903,Closed,No,6903,25568,Suhas Nair,30-Aug-2018,,1053
10610261,30-Jul-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 1630.,07-Aug-2018,Gujarat,0,33131.84,Open,No,33131.84,25861,Suhas Nair,06-Sep-2018,,3549.84
10610260,27-Jul-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 399.,05-Jun-2018,Gujarat,0,3717,Closed,No,3717,18742,Piyush Yadav,05-Jul-2018,,567
10610259,27-Jul-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1241.,29-Aug-2018,Gujarat,0,413435.42,Open,No,413435.42,25052,Avni Shah,28-Sep-2018,,63066.42
10610258,26-Jul-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1596.,31-Jul-2018,Gujarat,0,48603.86,Open,No,48603.86,19856,Avni Shah,30-Aug-2018,,7414.14
10610257,26-Jul-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1608.,31-Jul-2018,Gujarat,0,243906,Closed,No,243906,25522,Avni Shah,30-Aug-2018,,37206
10610256,26-Jul-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1599.,31-Jul-2018,Gujarat,0,19084.8,Closed,No,19084.8,25801,Jigar Patel,30-Aug-2018,,4174.8
10610255,26-Jul-2018,GE Power Systems India Pvt. Ltd.,Based On Sales Quotations 1567.,25-Aug-2018,Gujarat,0,299835.76,Open,No,299835.76,25225,Avni Shah,24-Sep-2018,,22310.76
10610254,25-Jul-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 1192.,10-Aug-2018,Gujarat,0,31292.8,Closed,No,31292.8,25172,Suhas Nair,09-Sep-2018,,3136.8
